DATA FOR STATE-LEVEL INCOMES OVER TIME
PLAD 8310 - MERGE EXAMPLE DATA
stcode	year	income	p10income	p20income	p30income	p40income	p50income	p60income	p70income	p80income	p90income	meanincome	minincome	maxincome	sdincome	ineqincome	gini_income	n_income	nwgt_income	men_p10income	men_p20income	men_p30income	men_p40income	men_p50income	men_p60income	men_p70income	men_p80income	men_p90income	men_meanincome	men_minincome	men_maxincome	men_sdincome	men_ineqincome	men_gini_income	men_n_income	men_nwgt_income	wom_p10income	wom_p20income	wom_p30income	wom_p40income	wom_p50income	wom_p60income	wom_p70income	wom_p80income	wom_p90income	wom_meanincome	wom_minincome	wom_maxincome	wom_sdincome	wom_ineqincome	wom_gini_income	wom_n_income	wom_nwgt_income	medincome
"KS"	1976	78.55823	9901.16	13886.3	16481.1	19192.1	22164.1	25175.3	28625.5	33655.4	42009.4	24824.4			12402.6	4.242877	.308924			4830.31	11812	18602.3	24541.9	30399.6	35704.1	42285.3	50499.6	66079	34126.9			18735.1	13.68007	.420534			1841.51	3999.27	6622.25	9943.63	13473.6	16610.2	20133.9	25495.6	32816.8	15888.3			13341.9	17.82059	.451863			70.13955
"KS"	1980	52.57969	9969.89	13898	16824.5	19269.8	22054.4	24818.9	27976.5	32311.5	40117.2	24081.5	43.66812	144104.8	6084.51	4.023836	.293617	1353	1322940	6008.83	12397.7	18467.7	24034.8	29496.6	34218.2	40346.3	48210.6	61330.1	32693.4	43.66812	144104.8	11062.4	10.20666	.39707	738	729887.9	1894.47	4093.75	7329.62	10531.9	13808.2	17042.8	20815.5	25025.8	31494.7	15844.4	43.66812	102620.1	5894.38	16.62454	.439012	615	593052.1	48.15371
"KS"	1984	43.65208	9652.89	13378.5	16545.4	19761.6	22540.6	25448.4	29741.9	34122.2	42895.5	25230.9	3.460208	187110.7	8758.93	4.443799	.315688	1007	1241435	5094.67	11234.7	18321.6	24120.8	29738.5	36412.7	42602.1	50611	63632.6	34115.7	86.50519	186022.5	15901	12.49003	.422692	535	661078.8	2227.39	4821.55	7495.58	10992.7	15608.8	19100.5	23202.2	28386.6	35228.9	17615.5	3.460208	187110.7	8511.76	15.81622	.442555	472	580356.1	38.99758
"KS"	1988	40.33693	10065.1	13676.6	17037.1	20250.8	23683.8	27231.5	31512.2	37628.8	46052.8	26541.7	60.79027	160712.8	10073	4.575494	.313116	1002	1346684	5696.78	12090.3	18103.8	25521	30746.3	36735.7	44404	52072.2	68071.3	35268.6	91.18541	160712.8	17366	11.94908	.403953	541	728715.1	2483.7	5589.77	9209.5	12582.6	16192	19595.3	24897.1	29979.9	38329.7	19153	60.79027	140881.5	10265.6	15.4325	.434693	461	617969.3	35.99362
"KS"	1992	35.34449	10302.7	14502.4	17506.6	20573.2	23953.2	27707.8	32144.2	37688.1	48149.5	27568.7	25.64103	229143.6	13625.3	4.673483	.322027	1047	1416565	5163.94	11981.7	18148	23889.2	28323.4	34696.4	41800.3	51558.1	68634	34847.1	153.8462	229143.6	22395.4	13.29101	.425302	558	757204.7	2816.86	6653.8	9949.8	13460	17177.8	21301.2	25389.4	31810.1	41820.2	20696	25.64103	109215.4	13560.1	14.84639	.43975	489	659360.2	30.70923
"KS"	1996	34.80413	9758.19	13790.2	17084.2	20474.5	24317.3	28667.4	34357.5	41627.9	53642.2	30349.2	34.40367	661149.1	23514.8	5.497146	.368191	909	1427423	5489.47	12152.1	17520.5	22808.1	28773.3	35127.8	42261.1	52433.3	73369.1	38001.8	34.40367	363004.6	33554.9	13.36543	.460676	503	802785.1	2728.3	6229.53	9455.23	12841.8	16713	21013.4	26937.8	33383.8	43268.9	21390.2	35.55046	661149.1	22105.5	15.85929	.461683	406	624638	27.88681
"KS"	2000	33.63699	11192.2	15373.9	19097.4	22746.7	26363.3	29992.6	35534.5	44256.3	57672.3	32190.6	109.7179	253317.7	30493.1	5.152901	.357947	972	1529735	7628.9	14406.5	20145.4	25702	31490.9	37576.9	45018.1	55802.1	74113.9	39851.8	156.7398	248003.1	47351.9	9.714887	.433913	506	803245.5	3231.96	6766.07	10844.6	15192.4	19119.4	23834.8	29116	35348.7	49743.1	23579.3	109.7179	253317.7	21867.9	15.391	.462627	466	726490	27.54786
"KS"	2004	31.26357	10744.6	15705.5	19816.5	23362.9	27253.9	31184.1	36552.7	44101.8	55212.3	32607.9	7.670182	426276.1	27063.2	5.138609	.360136	1895	1431757	5732.16	11998.6	18416.9	24413.9	30231.9	37373.2	45524.1	58567.2	81465.8	41622.1	7.670182	426276.1	55119.3	14.21206	.49565	1012	773909.8	3702.27	7616.57	11955	16301	21052.1	25976.2	30877.2	38255.8	48853.1	25238.2	9.587728	371978	26199.1	13.19545	.461949	883	657846.8	26.1303
"KY"	1964	88.89244	4318.94	6400.59	9234.31	11118.8	13231.9	16219.5	18754.7	22185.3	27241	15289.5	87.2093	92156.97	1864.84	6.307335	.366599	392	965964.7	2592.9	6648.99	10994.2	15605.8	22126.7	26908.6	31323.1	37703.8	46766.6	24327.3	151.1628	92156.97	3482.09	18.03641	.444804	262	638145	1234.88	2815.45	4620.42	6314.77	8979.33	11623.5	14492.4	17844.7	23428.1	11041.3	87.2093	43081.39	1668.38	18.97196	.438819	130	327819.7	76.92965
"KY"	1968	92.50051	5338.21	8398.31	11127	13352.5	16075.1	18763.8	21791.9	25759.9	31906.7	17852.6			2415.91	5.977041	.350223			3237.03	8100.54	12891.7	17769.8	23508.6	29200.2	34074.3	40368.6	50897.2	26956.3			4299.72	15.72342	.426246			1140.01	2863.59	5173.36	7947.77	10747.6	13821.5	16999.1	20865.5	26978.8	12951			2012.26	23.66541	.438059			83.29067
"KY"	1972	91.20173	7097.63	10738.3	13631.7	16338.4	19438.2	22266.5	25625.2	30669.4	37906.1	21158.8			9077.89	5.340671	.343243			4350.25	9788.97	15556.2	20824.5	27046.4	32826.3	38390	45637.9	57951.5	31143.5			14008.4	13.32142	.430312			1823.83	4262.66	7132.41	10140.2	13443.9	16029.7	19303.1	24163.1	31217.3	15199.3			8385.05	17.11634	.440177			83.78535
"KY"	1976	69.83671	7753.58	11579.3	14361.1	16844.8	19822.1	22621.4	25809	30689.9	38410.3	22068.4			11736.4	4.953879	.324254			4942.2	10565.6	16871.6	22654.6	27919.7	33919.9	40400.8	48042.9	60065.1	31812.7			17434	12.15351	.421562			1779.09	3903.31	6940.14	10334.2	13745.4	16569.4	19932.8	25220.6	31819.3	15523.8			12562.6	17.88515	.436451			62.72816
"KY"	1980	47.63253	7997.88	11700.6	14747.4	17488	20230.6	22717.3	26272.8	30630.8	36446.5	21815.7	24.01747	117323.1	5678.21	4.55702	.307032	1365	1701957	4626.33	10853.4	16712.6	22196.8	27551.4	33438.1	39820.2	47225.1	57679.2	30855.6	52.40175	117323.1	10453.1	12.46759	.406336	783	997675.1	1619.83	4347.01	6700.03	9671.72	12714.8	15811.9	19428.2	23870.9	30065.6	14774.6	24.01747	72611.35	5430.66	18.56096	.431427	582	704282.1	44.17162
"KY"	1984	38.83218	6917.33	10922.1	13894.3	16776.9	19501.5	22733.7	26898.6	31426.6	39195	22445	60.55363	224913.5	8759.42	5.666203	.34564	1045	1805731	4480.42	10472.7	15353.8	21142.3	26921	33193.3	39696.2	47575.3	60817.1	31998.9	60.55363	224913.5	15921	13.57397	.435844	559	971565.7	1936.13	4614.09	7411.66	10650.7	13653.9	16826.7	20551.5	25865.4	32622.7	16206.3	102.0761	87370.24	7709.64	16.84944	.434706	486	834165.6	33.73962
"KY"	1988	35.47082	7487.11	11367.6	14507.8	17399.3	20484.9	23998.2	28262.4	32875.5	41667.6	23339.8	27.35562	220776.6	9838.44	5.565245	.336975	830	1754219	5066.43	10236.6	15903.9	20219	26108.8	33501.9	40662	48806.5	63967.1	32153.9	45.59271	220776.6	17928.8	12.62568	.429616	437	927937	2143.18	4560.35	7917.48	10865.9	14824	17907.2	22363.9	27888.6	36458.6	17275	27.35562	71580.55	9391.24	17.01145	.439532	393	826282.4	31.13207
"KY"	1992	32.38	8473.46	12081.9	15295.8	18437.8	22110.9	25598.2	29360.9	35708.9	45225.7	25256.4	57.69231	175144.9	13332.6	5.337336	.342599	860	1786333	5597.63	11009.9	15712.4	19736.1	27010.6	32711.2	39845.8	49172.7	65763.8	32529	512.8205	175144.9	21372.1	11.74851	.425885	466	982390.2	2877.32	6176.38	9330.48	12622.7	15854.5	19965.8	24273.4	31138.6	41270.1	19844.3	57.69231	134520.5	12972.6	14.34324	.430138	394	803942.9	28.34731
"KY"	1996	32.26548	8716.96	12688	15960.5	19133.4	22784.5	26370.5	31216.8	38319.7	48247.4	28135.5	4.587156	366615.8	19372	5.534888	.375349	780	1898331	6329.06	12670.9	17398	22509.6	28631.9	33993.2	41819.3	51357	72586.8	36248	25.22936	366615.8	31955.5	11.46881	.451728	409	1004344	2958.56	6314.23	9542.61	12911.4	16418.1	20108.7	26101.6	31999	43180.2	20892.2	4.587156	325626.2	19672.9	14.59501	.451495	371	893987.3	26.12901
"KY"	2000	32.71578	9450.91	13983.3	17411.4	21428.6	25494.7	29747	33989.9	40232.6	53175.5	31309	31.34796	252051.2	25392.6	5.626495	.380762	896	2170509	7329.18	14802.1	19905.3	25341.3	30731	38113.8	45320.3	54399.5	79106	43511.9	67.92058	252051.2	48431.9	10.79329	.464426	452	1105908	4048.16	7815.1	11614.5	15177.2	18424.7	22674.5	27679	33720	43749.2	23278	31.34796	240617.6	22654.3	10.80718	.444458	444	1064601	26.64023
"KY"	2004	30.679	10354	15270.7	18550.9	21822	25444.4	29511.2	35324.6	42280.9	52620.6	31998.2	36.43337	498671.1	33108.4	5.082152	.382258	1256	1890781	8290.46	13939.8	19863.8	24864.5	29974.4	36340.3	42807.3	52799	76494.9	40725.6	95.87728	498671.1	54298	9.226858	.467391	680	1045764	4402.01	9009.85	13383.7	17732.6	22061.9	26281.2	30472.2	38959.2	49252	25827.1	36.43337	398702.8	29182.3	11.18853	.426877	576	845016.9	24.3954
"LA"	1964	90.55988	3983.64	6408.57	8412.5	10334.9	12780.4	15662.3	19488.1	23486	28858.2	15576.3	104.6512	426744.2	2123.84	7.244179	.396762	457	1099952	2286.46	6893.11	12016.4	15679	19539.3	25064.4	29604.3	37046.2	48067.2	23403.2	104.6512	426744.2	3823.91	21.02254	.446854	307	738059.6	645.668	1931.64	3285.86	5226.07	7757.51	10238.4	13321.6	21286.5	26797.8	10862.2	116.2791	49755.81	1956.66	41.50399	.510322	150	361892.2	74.30465
"LA"	1968	93.46217	5420.29	8672.57	11367.1	13620.1	16007.6	18786.3	22150.3	26180.8	32661.1	18038.2			2478.11	6.025711	.36955			2721	7964.57	13219	17864.5	23169.8	28618.6	34895.2	41741.5	52812.8	27740.7			4780.89	19.40933	.440617			820.577	2206.47	3969.75	6413.99	9436.67	13119.3	16564.7	21009.3	28214.9	12577.8			2202.94	34.38422	.489728			82.94093
"LA"	1972	87.47759	6913.6	10428.8	13270.1	16185.3	18956.7	21866.8	25559.7	30764.7	38429.1	20294.8			10253.5	5.558479	.365276			3670.61	9606.42	15758.3	20703.5	26094.9	32786.4	39003.5	46004.5	61272.6	31691.7			15080.8	16.69276	.437081			1459.68	3473.48	5868.77	8698.1	11970.8	15135.9	18868.7	24294	33045.4	15148.2			9579.85	22.6388	.48804			81.70992
"LA"	1976	69.99779	7204.7	10130.2	13557.4	16236	19657.6	22307.4	25739.1	31114.1	39443.7	22119.3			13200.2	5.474718	.343298			4441.67	11074.9	17003.8	22006.5	27865.4	33901.8	39802.1	47822.9	61370.9	31895.3			18721.4	13.81708	.424319			1609.68	3425.65	5976.52	9427.49	12947.7	15699.9	19631.2	24432.1	34167.5	15458.8			14312.7	21.22627	.46751			62.20759
"LA"	1980	50.6083	7855.29	11555.6	14713	17679.1	20654.1	23678.1	27609.7	32333.9	40342.9	23178.6	21.83406	128821	6764.6	5.135762	.331494	1222	1801033	5718.27	11814	17618.6	23064.1	28367.8	35545.9	42148.8	49505.5	61845.2	32987	87.33624	128821	11639.2	10.81537	.410144	693	1025405	1840.46	4644.33	7604.18	10999.6	13500.5	16693.6	21010.2	25566.3	33731.2	16085.8	21.83406	109170.3	6053.08	18.32759	.438794	529	775628.3	45.09629
"LA"	1984	41.93737	7363.73	10812.2	14808.5	17577.2	20691.8	24596.1	28707.7	35085.2	44418.1	24239.8	3.460208	183391	10162.6	6.032011	.363026	997	2000216	4934.77	9706.53	16296.4	21679.9	28663.1	35424.1	42915.7	52453.2	69889.4	34617.6	3.460208	183391	17853.1	14.16265	.450166	557	1113145	1912.8	4847.1	8160	11529.1	14129.1	17342.8	21513.8	27099.4	36469.7	17163.6	32.87197	107958.5	8343.42	19.06613	.441989	440	887070.9	35.79896
"LA"	1988	38.66322	7788.72	11689.6	15385.5	18667.5	21806	25606.4	29339.8	35756.9	45799.9	25440.4	19.75684	180715.8	12881.7	5.880285	.37058	743	1992051	5269.45	10918.4	16684	22424.1	28768.8	36088.5	44530.4	53956.5	70150	36060	151.9757	180715.8	23307.7	13.31258	.457072	414	1131396	2034.18	4930.72	8039.3	11119.4	14665.9	17602.9	22601.4	28553.6	37966.1	17985.4	19.75684	137269	10591.3	18.66408	.45528	329	860654.5	33.13982
"LA"	1992	31.79039	7890.58	11530.7	14649.7	18008	21673.7	24844.7	28770.8	35039.5	45043.1	24796.5	128.2051	223716.7	13850.9	5.708465	.360377	767	2052252	4971.19	11409.7	16002.5	20611.1	27002.7	33570.8	41779.1	51368.1	68353.2	34117.3	128.2051	194612.8	23445.1	13.74987	.446541	415	1130674	2263.6	5505.31	8656.5	11655	14662	18685.8	23929.4	29114	38470.7	18850.1	128.2051	223716.7	13346.2	16.99536	.445224	352	921578.8	27.78679
"LA"	1996	30.01135	7989.03	11715.4	15023.8	18597.7	22429.3	26332.3	31334	36747.5	47718.5	26169.9	34.40367	544801.6	17789.2	5.973003	.367283	792	2122692	5493.44	12402.2	18190.7	23580.4	29094.6	33948.3	40445.2	50383.8	73319.7	35412.6	172.0184	544801.6	30624.9	13.34677	.43908	393	1083163	3174.3	6454.43	9932.4	12726.8	15750.9	19944.4	24323.9	30982.6	41594.1	20621.6	34.40367	123466.7	16487.1	13.10339	.440421	399	1039528	25.72168
"LA"	2000	30.42717	8602.53	12772.2	16563.8	20225.2	24393.9	27372.6	32184	39784.5	50171.2	29118.8	52.2466	379256	23007.4	5.832144	.371788	823	2093420	8447.91	14620.6	21039.5	25774.9	30929	37733.4	44436.7	55652.3	78755.7	41002.1	205.8516	379256	38603	9.322507	.427662	412	1038442	4008.88	8106.92	11247.3	14456.4	18719.5	22830.9	27328.8	33773.1	43346.3	22559.9	52.2466	173552.8	17734.5	10.81257	.422442	411	1054978	25.48997
"LA"	2004	27.68015	9367.51	13424.9	17034.7	20595.9	24001.8	28753.8	33831.3	39474.9	51940.8	28870.4	6.71141	411279	23690.1	5.544782	.36268	1010	1917325	8147.22	15895	20896.1	26113	31000.6	38509	47727.9	57820.5	76287.8	40777.9	6.71141	411279	44886.8	9.36366	.435288	535	1046542	3881.38	8062.77	11875.7	14935.6	19312.2	23616.4	28606.3	33480.6	43410.7	22567.6	95.87728	95896.45	18241	11.18435	.4156	475	870783.5	23.01227
"ME"	1964	106.7773	6802.18	9925.25	12676	14098	15495.4	17851	19605.8	24176.9	31821.6	18365.7	93.02325	209773.2	2215.86	4.678147	.339824	169	398321.9	3890.94	9085.58	15751.4	21062.1	24409.5	26971.4	30728.4	37992.4	46063	27709.6	436.0465	209773.2	4847.35	11.83853	.457606	97	228480.5	531.979	900.019	2211.23	4647.22	8962.13	13590.4	16142.6	19113	25933.2	10996	93.02325	44418.6	1740.24	48.74854	.499608	72	169841.3	90.08953
"ME"	1968	96.26528	8533.98	11320	13435.4	15265.7	17066.3	19081.6	21228.7	24456.1	30539.2	18579.2			1744.72	3.578541	.287205			3611.73	10306.1	17779	22832.2	26571.2	28993.9	33457.6	39118.9	46910.7	27232.2			3604.25	12.98843	.394166			775.547	1420.98	2957.06	5119.72	8513.52	11789.1	15157	17901.7	24163.7	10730.5			1588.27	31.15698	.478276			88.42643
"ME"	1972	91.85862	9315.41	12805.2	15238.1	17384	19288.6	21533.1	24330.4	28506.5	36640.5	21311.2			8329.39	3.933321	.301923			4428.05	10894.4	18462.2	24211.3	28456.9	32027.7	37063.5	43553.5	54433.7	30483.5			13760.2	12.29293	.428526			1233.39	2248.21	4364.05	7421.48	11084.9	14630.6	17709	21702.3	28332.9	13498.4			8010.5	22.97157	.471996			83.14052
"ME"	1976	67.43766	8748.77	11859.2	14454.5	16455.4	18766.2	21108.6	24059.7	28677.3	36322.8	21310.3			11330.3	4.151761	.303353			3679.34	10292.2	15827.2	20743	25334.5	29399.5	35297.7	42817.1	54216.4	28584.8			17242.2	14.73536	.425536			1462.95	2822.71	5082.3	8126.32	11624.2	14707.9	17623.3	21680.8	28322.3	13695.3			12058.8	19.35972	.444569			59.3867
"ME"	1980	44.90284	8622.62	11931.6	14388.5	16533.6	18453.9	20754.2	23372.2	27152.6	33891.5	20565.5	6.550218	131004.4	5589.6	3.930534	.296497	1247	563810.8	4158.75	10376.3	15622.1	19897.4	23925.1	28461.6	33905.1	40576.8	52137.8	27588.1	6.550218	131004.4	10023.5	12.53689	.408083	682	309129.5	1798.81	4370.59	6991.15	9906.23	12659.2	15373.7	18089.5	21495.2	27928	14440.9	15.28384	116685.6	5481.9	15.52582	.422635	565	254681.3	40.29236
"ME"	1984	38.20242	9006.59	12363.1	14830.2	17512.8	20090.1	22339.6	25788.7	29609.2	37184.1	22081	43.25259	177922.1	7675.79	4.128544	.300729	1034	602908.5	4493.38	10938	16435.4	20283.4	25031.6	30490.3	36431.5	43560.1	56230.6	29568.1	103.8062	177922.1	13544.4	12.5141	.408159	561	328315.4	1880.98	5070.3	8338.35	11143.8	13818.5	16658.2	20009.6	23891.3	30335.5	15753.8	43.25259	71626.3	7070.06	16.1275	.414591	473	274593.1	34.75796
"ME"	1988	38.99407	10135.2	13686.6	17145.1	20172.1	22637.2	25838.4	29533.1	34591.5	43732.5	25658.1	91.18541	222240.1	10303.8	4.314912	.307014	795	610115.8	6254.2	13496.1	19116.3	24285	28778	34297	40605.8	48916.9	65964.8	34516.3	273.5562	222240.1	17801.2	10.54728	.399281	420	323147.1	2403.55	6048.83	9022.02	12825.5	15588.9	18914.2	22446.7	26950	35423.7	17695	91.18541	98053.19	9253.7	14.73807	.417688	375	286968.8	34.40304
"ME"	1992	32.04411	9557.22	13557.6	16606.4	19443.2	22756.8	25866.4	29484.1	34222.7	42677.2	24994.4	70.51282	229862.8	12046.3	4.465441	.312285	850	709316.1	4724.4	11195.2	16539.3	22755.7	26738.1	31809.2	38300.2	46140.5	60546.5	31408.6	128.2051	229862.8	19858.4	12.8157	.416551	456	384379.4	3411.54	6611.41	9835.2	13275.6	16319.4	19556.2	23831.4	29324.5	37258.2	19137.4	70.51282	170257.7	11931.4	10.92123	.410956	394	324936.7	29.17539
"ME"	1996	31.07947	9961.83	13548	16903.1	20092.2	22712.3	26167.2	30124.1	34935.4	43863.1	27101.3	229.3578	365871.6	17046.5	4.403117	.339426	718	707095.4	6567.02	13402.8	18429.2	23335.3	28291.6	33832.9	39748.1	46991.9	61638.8	34895	344.0367	365871.6	28831.5	9.386114	.420814	373	372275.4	3637.38	6918.82	10720.4	14082.8	17571.4	21079.9	25466.2	31535.6	40782.1	20811.3	229.3578	120986.2	14386.8	11.21194	.414385	345	334819.9	26.04622
"ME"	2000	32.49519	11302.9	15486.8	18863.5	21997.6	25340.3	29378.6	34404.6	41199	51796.1	31097.9	156.7398	263755.5	23598.7	4.58255	.356329	776	737786.8	5654.78	12358.8	19249.2	24252.8	30524.9	35976.7	42519.8	51680	69087.6	39171.8	156.7398	263755.5	39534.3	12.21756	.443845	407	393733.7	4367.14	8850.48	12646.7	16632.6	19915	24374.8	29366	36330.3	45736.8	23556.9	522.466	156948.8	17866.2	10.47294	.413193	369	344053.1	26.47889
"ME"	2004	29.32771	11430.9	15324.7	18956.2	22885.3	26204.8	30043	34052	40507.3	50913.5	30588.8	86.28955	467431.5	23931.2	4.454023	.344068	1613	650249.5	8089.98	15564.6	20608.7	25004.3	29920.5	35495.3	41535.6	49876	70354.9	38281.6	287.6318	467431.5	42287.6	8.696548	.440749	823	335228.5	3923.33	9589.14	11969.5	15314.1	19751.5	23753.1	28635.1	33553.1	44946.4	23444.6	86.28955	177384.5	29541.5	11.45619	.438341	790	315021	25.12445
"MD"	1964	121.3046	7846.69	11570.8	13779	16337.2	18469.7	20867.7	24480	28683.9	35776.9	20864.4	11.62791	292151.2	2292.27	4.559489	.313224	556	1413490	7788.77	14418.6	20496.8	25376.1	29375.6	33570	38746.8	45408.6	56598.8	33240.3	11.62791	292151.2	4701.68	7.266719	.363504	355	908931.6	1640.66	3517.06	6887.27	10900.6	13281.1	16231.5	19575.8	24348.7	31372.8	15361.2	52.32558	72383.72	2250.06	19.12206	.424922	201	504558.2	107.382
"MD"	1968	130.0518	10391.9	14184.1	17134.4	19818.4	22354.7	25374	29390.5	33980.5	41485.5	25100			3063.74	3.9921	.309718			5237.75	15050.1	21606.6	28065.5	33120.3	38493.2	44606	53588.6	70463.7	37882.5			5954.08	13.45305	.39137			1537.23	3545.44	6509.96	10392.9	13445.9	17232.2	21446.6	26351.6	33792.4	16720.8			2762.25	21.98266	.448724			115.8275
"MD"	1972	124.3004	12605.2	16663.3	19826.1	22825.5	26051.6	29205.3	33609.5	39558.6	49718.1	28837.7			11241.2	3.944253	.30355			5807.75	15612.5	22894.5	30005.8	36127.1	42590.5	48714	59766.6	80727.2	41853.1			16958.6	13.89991	.408338			2503.35	5533.38	9405.74	13507.4	16950.9	20628.6	24567.2	30858.9	39877.2	19884.8			11169.1	15.92953	.454421			112.2914
"MD"	1976	90.57816	11831.3	16550.4	19317.4	22346.9	25525.8	28420.6	33247.8	39767.2	49698.2	28622.7			14148.8	4.20057	.29816			5317.78	14541	22017.1	28982.5	35039.1	41399.7	48517.8	58393.1	79537.2	40326.5			21219.4	14.95684	.409249			2179.68	4894.98	8974.79	13278.8	17448.7	20899.5	25233.1	31823.9	40612.5	20026.6			16442.4	18.63232	.443902			80.77785
"MD"	1980	61.07489	11130.6	15711	18963.1	21931.3	25229.5	28731.3	33025.8	38518.9	47885.9	27972.3	65.50218	196506.5	7113.62	4.302185	.298355	1435	2263183	4616.58	13974.5	21059.9	26751.1	34165	40784.7	47583.8	57805.8	77310	38430.6	65.50218	196506.5	13247	16.74616	.411583	805	1286281	2194.3	5220.15	9399.11	12948.8	17003.4	21050.5	25119.1	30563.4	38997.7	19458.2	139.738	115268.6	7131.48	17.77227	.432529	630	976902	55.08624
"MD"	1984	53.59515	11638.9	16004.2	19778.4	23670.5	27649.3	31407.8	35969.2	42501.3	53176.2	30978	86.50519	272491.3	11210	4.568834	.319467	1465	2318670	5329.26	13769.7	21484.4	28354.3	34602.9	41775.6	49489.1	61706.1	85004	41203.3	115.917	272491.3	19067.9	15.95043	.422573	793	1275557	3017.2	7035.42	11475.7	15775.4	19931.9	24461.4	29681.1	35713.2	45586.3	23453.8	86.50519	132785.5	11155.9	15.10881	.433763	672	1043112	47.83616
"MD"	1988	50.14027	12755.8	18041.6	22289.7	25730.4	29255.4	33452.1	38525.4	45275.4	56538.8	32992.3	48.63222	182448.3	13208.8	4.432399	.309353	1148	2588889	8143.81	15792.7	22961.4	29596.9	36813.3	43890.1	51995.6	62615.1	81835.5	42630.3	264.4377	174158.1	21979	10.0488	.404377	583	1339141	3794.28	7812.74	13065.9	16676.3	22299.6	25020.6	32422.1	38119.1	47570.6	24750	48.63222	182448.3	13362.4	12.53745	.410797	565	1249748	44.46109
"MD"	1992	41.84269	12478.1	17789.2	21297.5	24950.6	29252.9	33765.1	38460.4	45399.9	56262.3	32637.3	38.46154	211685.9	15019.1	4.508884	.309079	833	2746882	7698.32	16916.1	22876.2	28011	34079.1	40834.9	48333.6	59656.8	74240.3	39545.7	38.46154	211685.9	23247.5	9.643702	.389978	427	1447878	4829.37	9781.79	14453	19204.9	23918.2	28377	33290.8	40791.7	52494	27247.8	46.15385	128280.8	16515.7	10.86974	.407467	406	1299004	37.50372
"MD"	1996	42.41043	11606.5	17118.6	21617.7	25637.9	30639.8	35377.2	40668.9	50008.8	64005.6	36981.9	41.2844	534153.7	22271.5	5.514634	.356355	811	2844016	8596.15	16773.9	22894.2	28229	35231.6	41788.3	51391.8	65422.6	85030.8	44632	80.27523	534153.7	41129.3	9.891729	.436304	407	1482958	4797.59	9196.81	13927.1	18100.1	23292.7	28189.5	34911.2	42724	56465.9	28517	41.2844	114678.9	21572.5	11.76964	.421142	404	1361058	35.13739
"MD"	2000	42.82236	14019.9	19154.5	23988.6	28790	33313.2	38487.2	45570.4	55614	73437	40981	125.3918	425943.6	32022.4	5.238054	.369868	816	2918207	9028.68	17454.6	22582.4	29524.5	36371.2	45493	55213.5	70826.9	101270	51262.1	355.2769	425943.6	52939.7	11.21648	.471675	417	1511894	5575.46	11810.5	16688.2	22158	27411.8	32710.2	39254.5	48708.1	66656.3	33833.8	125.3918	297466	30455.8	11.9553	.430394	399	1406313	34.81003
"MD"	2004	42.65015	13111.8	18835.1	23513.2	28887.8	33899.4	39311	47668.3	57358.5	79227.1	44484.1	1.917546	518246.4	44130.4	6.042428	.407184	1640	2808421	9010.96	16100.2	23833.1	29444.3	38100.4	45822.9	58726.3	77050.5	114897	57063	143.8159	518246.4	70778.8	12.75081	.498287	850	1498515	6572.43	11728.8	17131.6	23475.3	28426.4	34254.4	40214.3	51809.9	68874.2	36257.6	1.917546	390442	41067.9	10.47926	.455282	790	1309906	32.50182
"MA"	1964	126.1727	11131.5	13954.8	15377.3	17298.6	19237	21633.5	24212	27722.4	34438.7	21701.7	69.76744	285174.4	2125.41	3.093806	.273926	893	2255024	7551.69	17363.7	23318.4	28109.3	31030.7	35269.3	40017.9	45334	58982.2	34553.1	116.2791	285174.4	4702.43	7.810463	.357565	529	1345915	2193.11	4731.5	7977.55	11586.3	14237	16791.1	20196.3	23235.7	29325.8	15336.9	69.76744	93488.37	1995.97	13.37179	.395303	364	909109.1	111.843
"MA"	1968	127.0699	11783.4	14998.3	17409.8	19680.5	21736.1	24312.1	27271.6	31039.5	38688.1	24524.5			2388.92	3.283271	.271718			5246.94	15696.7	24018.2	29446.9	33653.4	37935.9	42970.6	49726.8	61146.1	36148.2			6105.5	11.65367	.364229			1658.54	3812	7057.32	10119.3	13958.4	16502.7	20825	23489	30796.2	15675.6			2153.99	18.56826	.416465			112.6223
"MA"	1972	118.9078	12905.5	16696.9	19398.7	21907.2	24103.5	26794.3	30114.9	35093.4	44325.4	27586.6			10229	3.434613	.275918			5139.64	14792	23774	30963.2	35907.9	40743.7	47128	55063.7	69942.4	38826			16231.4	13.60842	.391881			2651.72	5499.64	8911.11	12597	16150.3	19377.3	23497.3	27936.7	35477.8	18231			9800.39	13.37917	.441271			103.8944
