DATA FOR STATE-LEVEL INCOMES OVER TIME
PLAD 8310 - MERGE EXAMPLE DATA
stcode	year	income	p10income	p20income	p30income	p40income	p50income	p60income	p70income	p80income	p90income	meanincome	minincome	maxincome	sdincome	ineqincome	gini_income	n_income	nwgt_income	men_p10income	men_p20income	men_p30income	men_p40income	men_p50income	men_p60income	men_p70income	men_p80income	men_p90income	men_meanincome	men_minincome	men_maxincome	men_sdincome	men_ineqincome	men_gini_income	men_n_income	men_nwgt_income	wom_p10income	wom_p20income	wom_p30income	wom_p40income	wom_p50income	wom_p60income	wom_p70income	wom_p80income	wom_p90income	wom_meanincome	wom_minincome	wom_maxincome	wom_sdincome	wom_ineqincome	wom_gini_income	wom_n_income	wom_nwgt_income	medincome
"RI"	2000	38.79697	12971.8	17604.5	22381.1	25875.2	29949.7	34710.8	39927.1	49654.2	65078.6	37128.7	35.52769	263755.5	30046	5.016929	.375903	686	528118.4	7300.61	15019.5	22727.5	27950.3	35346.5	43206.2	53248.4	64947.5	88865.1	45928.4	35.52769	263755.5	49853.8	12.17229	.468024	346	269844.9	5269.76	10250.1	14493.8	18533.2	23157.1	27779.6	33657	41241.4	55248.7	28484.9	52.2466	243895.5	26739.4	10.4841	.438494	340	258273.5	31.2954
"RI"	2004	34.52349	11984.9	16457.5	20597.6	25119.6	29877.1	34272	39919.2	49432.4	63018.7	36008	1.917546	499376.8	31063.8	5.258174	.368104	1854	539835.2	7095.06	15240.9	20981.6	28025.7	33242.3	39867.9	47819.9	61704.4	95983.4	44632.3	1.917546	403745.9	50554.8	13.5282	.460993	920	274201.6	5748.94	10555	14701.3	18909.8	22896.6	27988.6	33365.9	40832.4	54874.8	28603.8	9.587728	499376.8	31937.4	9.545203	.438104	934	265633.6	28.64535
"SC"	1964	90.58953	3638.88	6500.75	9419.87	11520.6	14204.2	17074.5	19587.4	23030.5	28496.9	15581.4	52.32558	145930.2	1938.15	7.831229	.368429	425	1018124	2571.52	6305.87	10713.6	15617.5	21243	26122.6	30346.4	36116	47800.2	23952.9	116.2791	145930.2	3703.32	18.5883	.447236	242	580669.8	442.186	1631.93	3316.81	4930.37	8658.38	11918.7	15366.5	18921.4	22733.2	10366.6	52.32558	42000	1642.74	51.41094	.492539	183	437454.2	82.58256
"SC"	1968	98.55699	5631.01	9183.42	11923.3	14493.4	16755.8	19438.3	22189.9	25757.1	31823.1	19021.5			1900.32	5.651402	.333957			3459.27	8137.84	13468	18593.8	23494.6	27609.7	32660.6	38740.1	49722.3	26512.1			3949.2	14.37364	.422432			859.824	2414.19	4469.3	6993.51	10990.5	13677.9	17078.8	20710.6	25553.2	12151.9			1666.24	29.7191	.447321			86.81762
"SC"	1972	99.98707	7238.48	10882.8	13817.5	16679.2	19374.7	22446.9	25836.6	30140	38000.9	23197			8569.17	5.249845	.334641			4196.5	9678.54	15437.2	20627.7	25430.5	30578	36097.8	43644.6	56332.2	29394.9			13591.2	13.42361	.42857			1526.85	3802.16	6735.09	9585.23	13078.1	15975.9	19133.7	23514.3	29532.1	14575.4			7817.96	19.34185	.435137			83.51163
"SC"	1976	67.3231	7545.47	10908.8	13887.6	16396.4	18970.3	21608.9	24476	29254.3	37348.3	21274.1			11086.1	4.949765	.317222			4250.35	9999.56	15469.4	20409.7	25362.5	29664.7	35781.8	43004.5	56242.7	28644.4			17129.8	13.23249	.417217			1927.21	4222.83	6969.68	10496.4	13873.7	16254.1	19601.8	24105.4	30085.7	15045.6			11493.2	15.61101	.41478			60.03259
"SC"	1980	43.90655	7900.5	10844.1	13816.2	16158.5	18539.1	20871.3	23943.3	27094.6	34860	20109.2	109.1703	178602.6	5707.47	4.412379	.309132	1028	1364793	4903.77	10268.3	15095.3	19963.3	24132.9	27959.7	34787.9	40674.5	54204.7	27483.2	117.9039	178602.6	10374.9	11.05368	.415829	553	745746.7	2095.3	4930.68	7470.32	10481.7	13325.6	15736.4	18854	22666.2	28350.2	14689.7	109.1703	63879.91	5241.1	13.53038	.405351	475	619046.1	40.47838
"SC"	1984	37.61851	8009.95	11227.4	14208	16584.4	19305.5	22247	25655.6	30043.2	36977.4	21743.5	83.04498	138408.3	7862.81	4.616433	.319504	837	1568170	5138.38	11380.3	15696	19724.8	24533.3	29640.4	36033.3	43274.9	56006.7	29782	83.04498	138408.3	14318.3	10.89968	.421157	437	826577.8	2972.19	5739.68	8885.58	11720.8	14754.6	17521.2	20685.6	24911.7	31060.5	16403.9	173.0104	70458.48	7149.75	10.45038	.388747	400	741591.9	33.40052
"SC"	1988	38.63344	8539.38	12666.9	16290.6	19636.8	22456.7	25620.8	29850.1	35030.8	43799.4	25420.8	30.39514	199086.6	11108.9	5.129107	.330137	1073	1740507	5960.81	12901.7	18181.5	22809.4	28669.7	33536.9	41842.3	51248.9	66071.2	34859.2	182.3708	199086.6	20148.8	11.08427	.424319	543	885484.6	2889.49	6378.19	10111.1	12680.5	15464.2	18308.2	22624.1	28431.5	36496.3	18293.4	30.39514	137819.2	9447.54	12.63071	.404592	530	855022	34.12872
"SC"	1992	32.18052	8342.45	12197.8	15346.3	18763.7	22020.6	25833.1	29856.7	35886.1	45733.6	25100.8	128.2051	193141	12442.9	5.482035	.335042	1028	1852173	5528.05	11666	16423.6	21614.6	26512.2	32833.1	40752.7	49379.9	65437.4	32758.2	269.2308	193141	20820.6	11.83734	.410713	557	1016900	3495.27	6957.96	10381.9	12962.2	16409.2	19422.6	23767	29852.8	38921.6	19639.7	128.2051	132564.1	12737.8	11.13551	.420799	471	835272.9	28.23154
"SC"	1996	31.9367	9724.13	13786.9	16840.5	20039.2	23323.4	26790.8	31078.6	37869.8	47872.1	27848.8	305.0459	347120.4	21805.9	4.923022	.347274	659	1833353	7417.61	13571.1	19543.8	23855.4	28966.1	34279.3	41291.1	50330.4	70010	35776.8	366.9725	347120.4	28336	9.438351	.423871	332	946265.6	3539.25	7686.1	11363.3	14603.6	17997.5	21398.7	26586	31420.7	42652.1	21215.5	305.0459	325315.4	16880	12.05117	.419569	327	887087.2	26.74702
"SC"	2000	31.07931	11048.9	15331.4	18897.3	22527.9	26356.9	30571.8	34976.3	40646.3	50192.7	29742.9	35.52769	363178.7	22049.6	4.542778	.353965	681	2054223	8523.6	15639.7	21833.1	26438.1	31886	37235.2	44366.2	54852.5	70754.2	38300	523.511	363178.7	37249.6	8.300977	.4287	340	1034046	5139.48	9552.39	13786.5	17282	20544.6	24616.8	29985.9	36771.8	45642.2	24697.4	35.52769	113039.7	20893	8.880704	.397191	341	1020176	27.54117
"SC"	2004	30.02244	10601.9	14515.8	18287.7	22391	26412.6	30133.2	35500.7	43258.8	55182.1	31313.4	47.93864	450419	25817.2	5.204926	.35984	1249	1911949	6991	14355.2	19559.9	25552.7	31228.9	38164.8	47596.4	59896.8	82681.8	41910.2	47.93864	388661.6	46358.9	11.82689	.450989	621	988772.5	4051.66	8625.7	11848	16317.9	19773.3	23736.8	28615.8	34181.9	44871.3	23748.9	86.28955	450419	25301.5	11.07479	.426895	628	923176.7	25.32368
"SD"	1964	80.11337	4929.34	7359.84	8709.63	10216.4	11671.8	13080.8	16473.6	18252.4	25819.9	13779.5	162.7907	49418.6	1504.12	5.238004	.317038	113	251159.6	3465.53	7628.5	11308.9	12458.6	14726.2	18092.1	22596.2	28247.5	36417.7	18897.5	290.6977	49418.6	2375.93	10.50855	.400433	81	178086.7	494.191	998.573	2022.7	3488.43	6094.81	8344.85	13062.2	14085.9	19325.7	7874.71	162.7907	24819.77	1464.22	39.10573	.503373	32	73072.93	67.8593
"SD"	1968	85.143	5976.96	8846.58	10700.9	13587.5	15032.4	16972.6	20350.6	24498.7	28620.8	16432.6			1713.27	4.788521	.339658			3900.75	9312.94	14359	19245.5	23165.6	27506.8	31100.4	37321.4	46571.5	25863.7			3607.69	11.93911	.393371			649.455	1419.58	2649.9	4531.54	7974.63	9941.25	14882.1	16985.9	29230.3	11057.1			1916.19	45.00743	.50416			77.88808
"SD"	1972	77.53362	7143.98	10659.2	13232.6	15467.9	18182	20276	23190.6	27285	35321.7	17987.8			7592.24	4.944261	.335322			3999.55	9514.45	15535.8	20731.8	25958.2	30763.4	35571.6	41990.7	54377.3	28624.5			12119.2	13.59585	.410849			1274.49	2696.14	4446.88	7057.03	10333	13311.9	17098.1	20651.3	28947	13001.8			7776.19	22.71261	.501647			78.37069
"SD"	1976	66.15316	7693.78	11041.7	13573	15884.4	18481.5	20827.4	24214.6	28299.2	35928.5	20904.4			11442.6	4.669811	.338311			3386.38	8573.35	14232.8	19480.4	25213.2	29600.6	35102.1	42338.8	55482.8	27932.6			15339.8	16.3841	.450646			1341.17	2390.64	4374.9	7234.52	11079.7	13665.9	17225.4	21054.5	29721.1	13055.1			11586.9	22.16058	.472338			58.48576
"SD"	1980	44.78996	7234.05	10615.1	13391	16120.2	18633.7	21064.7	24381.4	28251.6	34965.7	20513.8	54.58515	183515.3	5845.54	4.833489	.336844	1346	355554.2	5047.49	9806.86	15370.4	19357.1	24241.6	28997.3	34723.7	42735.3	55355.2	28444.8	65.50218	183515.3	10594.2	10.96688	.433692	751	201823.4	1368.37	2806.7	4809.74	7340.19	10614.3	13528.7	16760.7	20507.9	26739.9	12583.9	54.58515	54585.15	4955.2	19.54143	.461759	595	153730.8	40.68493
"SD"	1984	36.36661	6998.83	10715.2	13602.7	16042.2	18569	21492.7	24569.1	28717.4	35869.5	21019.9	17.30104	250865	8531.84	5.125071	.346936	1238	361649.5	4290.07	8674.05	13864.7	18294.2	23364.8	28297.1	33740.6	41332.6	55078	27833.2	69.20415	250865	14253.2	12.83849	.457041	667	194394.5	1611.68	3624.93	6309.23	9005.93	11965.1	15432.8	18913.3	22846.5	29449.2	14129	17.30104	74913.49	6664.25	18.27236	.449589	571	167255	32.1263
"SD"	1988	34.1848	7781.43	11575.5	14790.8	17320.8	20029.4	23012.7	26052.2	31119.9	38209.9	22493.6	10.6383	193769	10285.5	4.910395	.336915	1244	386629.5	4345.56	9883.4	14858.6	19950.3	24249.9	29265.6	34291.1	42642.5	56457.5	29398.8	10.6383	193769	17778.5	12.992	.449718	663	205957.2	2119.08	4431.55	6785.29	9655.7	12637.4	16204.8	20070.6	24763.9	32003	15642.5	77.5076	137291.8	9141.95	15.10231	.451871	581	180672.3	30.43982
"SD"	1992	30.29551	8401.56	12054.3	14900	18016.5	20459.7	23570	27145.2	32130.5	40501.7	23630.5	2.564103	210255.1	12610.1	4.820736	.335586	1166	389079.4	4686.08	10050	14960.1	19556.6	24282.4	28585.2	33976.6	41832	54856.2	28749.4	2.564103	210255.1	19421.5	11.7062	.433587	618	206794.1	2545.92	5411.44	8538.99	11242.2	14249.2	17943.2	21845.6	26292.4	34278.6	17183.1	89.74359	109710.3	11032.3	13.46413	.425822	548	182285.3	26.23038
"SD"	1996	29.82339	9327.58	12724.1	15904.1	19292.7	22171.7	25053.6	28769.9	35613.8	47078.9	26006	28.66973	349922	16597.4	5.047279	.341999	993	415301.3	4707.59	11032.5	16010.3	20711.1	25152.1	29577.3	36024.6	44711.5	62905.2	31263.5	33.25688	349922	26360.9	13.36251	.438694	529	224200	2989.98	6352.22	9183.57	12369.2	14989.4	19180.8	23465.4	28633.4	38289.5	19477.6	28.66973	130707.6	14600.2	12.80594	.442279	464	191101.3	25.42626
"SD"	2000	29.8861	10322.8	14933.7	18190	21502.4	24888.7	27843.2	31584.9	36953.5	50603.5	28601	5.22466	243823.4	22492.4	4.90211	.338017	972	429959.5	4857.97	12131.5	17624	22493.1	27486.7	32317.8	38838.3	47358.8	65302.2	35458.8	5.22466	243823.4	40331.9	13.44228	.455884	489	218755.7	3552.9	7135.98	10477.9	14234.2	17699.7	21248.7	25424.3	30892.7	39994.4	20465.2	250.7837	100731.5	15243.6	11.25683	.411433	483	211203.8	26.007
"SD"	2004	28.75906	9711.74	14966.3	18505.6	21491.5	25226.8	28606.4	33552.5	38459.2	51622.5	29995.7	1.917546	499625.1	31047.2	5.315474	.3654	1586	404140.3	5094.26	11022.4	17496.3	22678.1	26802.8	30966	38042.3	46835.1	64401.4	35111.5	24.92809	425452.5	49422.6	12.64195	.484893	805	209488.5	3766.5	7581.36	12001.2	15814.8	19808.6	23545.9	27145.1	33462.8	45728.5	24214.1	1.917546	499625.1	18561.2	12.14085	.455388	781	194651.8	24.18677
"TN"	1964	83.91512	3781.58	6196.44	8852.24	10762.8	13130.6	15376.5	17331.8	20385	26582.5	14433.4	58.13953	174424.4	1768.24	7.029469	.350129	690	1845200	3336.22	7091.34	11319.7	15300.2	19410	23592.3	28212.1	33547.5	43142	22005.9	69.76744	174424.4	2980.92	12.9314	.406381	420	1133788	1156.57	2846.89	4727.1	7114.25	9586.81	12406.3	14702.5	17963.7	22214.8	10841.7	58.13953	40697.67	1480.71	19.20749	.432024	270	711411.2	76.34069
"TN"	1968	89.3285	5331.19	8548.2	11269.6	13580.2	15766.6	17977	20675.6	24073.2	30806.9	17240.4			2050.28	5.778616	.341674			3583.29	8474.91	13166.9	18052.8	22378.5	27441.8	32359	38874	50273.1	26515.3			4177.96	14.02987	.424132			1118.68	3029.18	5119.54	7712.68	10792.7	13965	16456.1	19119.5	25008.2	12306.8			1638.41	22.35509	.429709			81.69222
"TN"	1972	88.33233	7039.72	10539.2	13381.8	16143.5	18825.6	21495.4	24647.5	29182.8	37140.6	20493.1			8974.92	5.275863	.340974			4227.33	9632.5	15159.1	20337.6	25366.2	30586.4	36069.3	43479.3	56949.2	30156.3			13671.1	13.47167	.436063			1964	4714.33	7386.81	10576.1	13748.4	16253.4	18966	23015.8	29581.7	14997			8054.21	15.06196	.427991			81.14483
"TN"	1976	68.06772	7562.65	11071.2	13797.8	16431.5	19023.2	21815.7	25019.1	29352.5	37564.4	21509.4			11644.2	4.967095	.330711			4453.37	10347.9	15894	21059.2	25648.3	30831.1	37814.4	45688.5	59296.7	30727.7			17378	13.31502	.433336			2068.14	4510.07	7506.65	10841.7	14416.9	16972.4	19768.5	24085.8	30895.2	15667.6			12080.2	14.93864	.422184			60.19999
"TN"	1980	46.31026	7660.01	11048.1	13886.6	16585.3	19005.9	21896.2	25213.9	29337.2	35832.8	21210.1	80.78603	145742.4	5801.37	4.677906	.314908	1178	2143540	4259.05	10109.3	15801.1	21147.2	25418.1	30563.6	37415.9	44740.8	58606.6	29878.1	82.96943	139740.2	10740	13.76049	.41548	669	1223648	2119.34	5088.63	7885.09	10671.7	13715.1	16329.7	19519.8	23295.7	29500.4	15181.4	80.78603	145742.4	5445.64	13.91962	.407592	509	919891.9	41.4976
"TN"	1984	37.91021	7500.67	10690.9	13462.1	16494.6	19057.2	21937.8	25467.4	30414.6	38801.8	21912.1	60.55363	228892.7	8778.82	5.173111	.339776	1056	2206873	4024.28	10105.8	15387.8	20147.7	25156.9	30266.7	37505.6	46214.9	61100.8	30838.4	60.55363	228892.7	15370.8	15.18304	.437833	588	1240493	2323.17	5108.74	8647.43	11227.9	14102.1	16897	20108.4	24992.3	31855	16378.7	69.20415	137024.2	7873.53	13.71187	.41913	468	966380.7	32.97093
"TN"	1988	36.06307	7395.57	11003.7	14735.2	17607.1	19894.7	23447.3	27438.7	33228.5	43187.9	23729.5	30.39514	155013.7	10977	5.839699	.34935	910	2486578	3962.52	9526.94	14730.6	19697.9	25462.8	30846.2	37255.7	46748.8	61224.2	30997.1	41.03344	155013.7	17968.8	15.45082	.442615	504	1393009	2515	6296.77	9171.52	12595.9	15524.4	17948.7	22146.4	27518	36058.7	18474.6	30.39514	145896.7	10303.8	14.33745	.423754	406	1093569	30.23511
"TN"	1992	31.11667	8333.71	12153.5	15301	18668.1	21169.5	24439.9	28766.3	32847.8	42107.9	24271	32.05128	204294.9	12681.2	5.05272	.327353	991	2532581	4135.41	10799.8	15636.4	20350.1	25634.3	30705.5	36038.3	46750.1	62286.2	30976.6	192.3077	204294.9	20931.9	15.06167	.43463	509	1309768	3269.43	6883.43	10271.7	13653.7	16994.9	20537.1	24676.5	31036.7	38845.3	20109.2	32.05128	134615.4	13251.6	11.88137	.414286	482	1222813	27.14038
"TN"	1996	31.22993	9270.09	12553.9	16065.9	18910.4	22373.2	25931.2	30462.5	36188.6	49046.8	27232.5	114.6789	661050.5	21524.8	5.290866	.368711	854	2945183	6684.66	13500.8	17639.7	22770.9	28207.5	32285.9	38953.1	47134.4	65035.7	35327.1	114.6789	375833.7	34179.4	9.729095	.453854	441	1557697	3502.55	7001.59	11174	14339.8	18053	21851.9	26056.8	31932.5	43462.5	21635.2	458.7156	661050.5	18393.3	12.40882	.431951	413	1387486	25.65734
"TN"	2000	31.8721	9599.77	13431.2	17238.6	20443.5	24103.1	27887.3	32880	39270.8	55978.9	30501.6	104.4932	296899.7	25026.3	5.831275	.385836	926	3098420	7151.82	13691.5	18681.7	23636	28924.8	33984.8	42712.3	52483.5	75771.2	39982.7	104.4932	288611.3	49022.1	10.59467	.46761	487	1642846	3753.01	8409.3	11767.2	15515.2	19209	23666.9	28195.8	33330.7	46335.1	23777	134.7962	296899.7	25323.8	12.34612	.4413	439	1455574	25.1861
"TN"	2004	29.67546	9761.67	14520.7	18887.5	22311.7	25383.5	29785.4	35907.6	42601.2	54998.7	30951.5	10.5465	392439.1	25142.4	5.634149	.364559	1133	2882785	8886.79	15123.2	19381.7	24989	29636.6	36843.7	43978.2	57893.9	76322.5	39717.5	95.87728	392439.1	52843	8.588309	.454183	608	1581537	3887.69	9290.32	13542.5	18936.9	22292.6	25741.9	30550.8	38407.3	52812.8	26194.4	10.5465	193458.3	38407.4	13.58462	.445189	525	1301247	24.33701
"TX"	1964	98.13663	4877.69	7294.96	9588.25	12284.9	14393.8	16848.9	19681.3	24172.1	31537.3	16879.5	17.44186	186627.9	2240.85	6.465622	.377059	1501	3594670	3614.75	8770.5	12767.5	17609.7	22286	26838.3	32460	38621.4	50090.8	26602	34.88372	186627.9	4328.29	13.85734	.441982	973	2327430	803.884	2112.71	3476.93	5427.18	7658.14	11009.9	14493.9	18875.5	26264.4	11133.6	17.44186	101744.2	1988.55	32.67188	.502049	528	1267240	83.68488
"TX"	1968	109.9026	7147.35	10343.1	13134.7	15947	18648	21298	24723.8	29656.5	37148.5	21211.2	20.72539	259067.4	2945.51	5.197521	.343769	3403	4346834	4309.58	10724.5	16462.4	22036.5	27293.5	32201.8	37507.9	45005	58596.5	31347.1	20.72539	259067.4	5394.24	13.5968	.424444	2083	2681731	1226.36	2935.07	5227.69	8043.38	11252.8	14961.9	18404.2	23462.1	30535	13884.7	25.90674	69948.19	2405.89	24.89889	.468278	1320	1665103	96.62176
"TX"	1972	102.1974	8179.27	12042.9	15248.3	18143.3	20857.4	23927.6	27653.2	32594.2	40648	23709.8	8.62069	215517.2	3885.34	4.969636	.339711	3501	5239391	4250.89	11021.6	17564.9	23344.6	29294.5	35383.6	41828.2	49681.2	65684.6	34301	8.62069	215517.2	7403.06	15.45196	.440056	2062	3111949	1183.66	3197.4	5601.82	8820.25	12160.4	15565.3	19265.1	24123	32534.3	14827.1	17.24138	104336.2	3222.68	27.48619	.466204	1439	2127442	89.90259
"TX"	1976	77.44905	8744.44	12483.9	15673.8	18671.6	21945.9	24916.5	28616	33461.3	42694.4	24473.9	50.63291	443041.1	5186.3	4.882462	.332365	4148	6119235	4410.86	11074.5	17541.4	23341.2	29133	35560.8	43726.9	51679.7	66819	34775.2	50.63291	443041.1	9638.34	15.14875	.43422	2420	3593573	1409.7	3398.21	5980.81	9167.15	12443.2	15465.8	19464.1	24579.2	32053.9	15027.7	56.96202	110759.5	4254.17	22.7381	.469438	1728	2525662	69.44905
"TX"	1980	55.3286	8552.56	12494.6	15783.8	19123.5	22252.8	25699.2	29622.9	34840.6	44733.6	25340.5	28.38428	316593.9	7572.84	5.230434	.332466	4521	6877589	5416.11	11881.3	17789.6	23022	28963	35609	43404.9	51617.6	67297.1	34952.6	32.75109	316593.9	12902.3	12.42536	.428554	2587	3952661	1885.16	4389.08	7320.68	10413.3	13488	17121.6	20717.5	25689.6	33313.2	16311.4	28.38428	163755.5	6493.99	17.67128	.445393	1934	2924928	48.5869
"TX"	1984	46.74394	8288.98	12238.1	15679.6	19121.1	22653.2	26561.4	31741.5	37856.2	49469.4	27018	5.190311	229584.8	11472.5	5.968092	.364894	4538	8161905	5427.27	11790.3	17246.4	22557.4	28605.9	35391.6	43956	54068.4	72570.5	36502.6	13.84083	229584.8	18450.6	13.37146	.44881	2531	4610046	2188.49	5322.84	9069.78	12556	16393.1	20335.2	24801.5	31142.3	39503.7	19754.4	5.190311	191602.1	9965.92	18.05066	.448198	2007	3551859	39.19239
"TX"	1988	41.53571	7690.62	11580.4	15568.7	19302.9	23384.9	27960.2	32819.4	39428.6	50869.2	27330.5	3.039514	241639.8	12923.1	6.614447	.369705	4249	8527993	4705.09	10837	16090.5	21478.1	28497.2	35824.3	44237.6	54541.9	74531.8	35948.9	3.039514	241639.8	21160.1	15.84067	.457564	2325	4676480	2349.89	5506.08	9385.86	13251	16936.8	21489.9	26944.2	33608.8	43365	21046.1	16.71733	192095.7	12368.9	18.45406	.455072	1924	3851513	35.53936
"TX"	1992	34.56628	7631.02	11542.2	15472.6	19052.4	22744.9	27242.7	32271.1	38877.1	50177.4	26961.7	19.23077	275232.1	15201.8	6.575451	.369221	4234	9057715	5594.24	11391.4	16310.1	21962.1	27784.4	34385.5	42404.2	52884	71766	34989.2	19.23077	275232.1	23283	12.82855	.44167	2288	4895204	2655.02	6165.06	10033.3	13421.7	17295.4	21541.6	27111.4	33199.9	43236.6	21354	23.07692	270102.6	14564.1	16.28485	.451569	1946	4162511	29.16013
"TX"	1996	33.08486	8065.97	11915.5	15536.8	19127.2	23051.1	27437.6	33200.4	40274.2	52672.5	28850	2.293578	540633	22684.2	6.530212	.39659	3825	1.00e+07	5852.83	11693.7	16455.5	21738.8	27155	33471.9	41725.2	52797.3	74214.6	37567.7	17.20184	540633	33943.1	12.68012	.474785	2040	5417121	3523.15	7053.47	10825.5	14210.1	18134.4	22263.3	28168	34864.4	46490.2	23088.8	2.293578	325242	20106.1	13.19563	.458109	1785	4615299	26.43475
"TX"	2000	34.16646	8973.29	13119.5	16786.2	20787.8	25145.2	30375.9	36394	44719.1	59926.9	32697.3	8.359456	312874.6	30786.7	6.678364	.410804	4079	1.06e+07	7567.11	13819.7	19132.5	24711	29905.3	37148.8	45741.9	59717.5	83233.1	43122.1	8.359456	309615.5	49616	10.99932	.488655	2222	5715921	4200.26	8345.51	12172.2	15894	20267.8	25072	30603	38218.5	51154.9	25920.5	13.58412	312874.6	23803.1	12.17898	.453731	1857	4877034	26.27502
"TX"	2004	31.43241	8985.49	12866.7	16665.6	20438.5	24931.9	29791.5	36158.5	44334.4	60450.1	32784	1.917546	443097.8	40356.2	6.727524	.422343	4566	1.02e+07	8510.55	14129.4	18542.2	22818.2	28742.9	34959.8	44545.1	57707.3	84833	43239.8	1.917546	443097.8	54478.5	9.967981	.495425	2515	5684040	4438.65	9035.47	12289.4	16054.4	19992.2	24828.4	30768.7	38319.6	54301.5	27265.9	1.917546	390554.2	23803.1	12.23379	.475575	2051	4490752	23.90403
"UT"	1964	132.7715	8928.55	13403.5	14964.4	17608.8	19997	23642.3	26363.4	30298.5	36342.7	22836.7	69.76744	197901.2	2384.79	4.070392	.379307	147	353722.4	4255.13	11739.2	20191	27578.5	30944.4	35287.7	38799.1	45890.2	61659.3	33902.7	232.5581	197901.2	5086.73	14.49058	.45358	100	242904.6	528.271	1720.22	3325.96	6375.98	10712.3	14391.2	18839.4	19881.4	29522.7	12594.4	69.76744	42587.21	1976.47	55.88552	.497102	47	110817.7	116.2616
"UT"	1968	122.6052	10532.6	13919.9	16476.8	18484	20440.3	23379.7	26117.5	30236.3	35422	23662.8			2609.58	3.363082	.291908			3667.67	12074.5	21628.1	28099.6	31945.6	36441.6	40872.8	47371.3	59253	33509.4			4962.37	16.15549	.370826			553.683	1495.12	3061.63	5587.39	9064.51	12572	17830.4	21546.1	28700.5	12102.7			1847.65	51.83562	.499396			105.9083
"UT"	1972	114.1569	10791.6	14168.4	17077.9	19833.5	22348	25322.1	28848.5	33807.2	41575.6	26484.4			11525.8	3.852589	.312444			4188.4	11012.4	20156.9	26795.6	32769.8	38291.2	42644.5	50740.4	66064.2	35512.3			15514.6	15.77314	.411487			887.414	2440.89	4671.94	7945.14	11207.2	14781.8	18752.4	23366.4	31869.5	14277.6			8793.91	35.91278	.498289			96.32759
"UT"	1976	78.42278	10256.8	13622.2	16810	19297.8	21859.7	24934.6	28544.7	33662.3	42527.7	24781.6			12976.2	4.146293	.297943			3950.3	10697	18001.5	25252	30761.7	36129.7	42160.2	49569.5	63578.7	33125.6			18824.3	16.09465	.406033			937.188	2270.39	4480.52	7819.5	11390.6	15039.6	18752.9	23782	32111.9	14287.2			12836.1	34.2641	.482475			69.17626
"UT"	1980	53.32926	9999.08	13266.3	16539.4	19144.4	21676.8	24684.5	28177.4	33026.4	40845.1	24424.8	21.83406	132781.7	6730.49	4.084886	.30526	1674	681592	4718.65	11923.7	19182.3	25794.1	31000.4	36390.4	42307	49603.8	64570.3	33649.1	54.58515	132781.7	10980.9	13.68406	.395518	926	376373.3	1154.49	3039.34	5219.57	7848.56	11041.1	14886.3	18529.5	23197.4	31145.3	14183.3	21.83406	109176.9	5838.02	26.97754	.480107	748	305218.7	47.32926
"UT"	1984	43.20363	9282.69	13526.7	16494.4	19469.5	22467.8	25362.5	29133.2	34501.9	42561.7	24971.7	3.460208	160899.7	8837.37	4.585061	.314727	1223	726376.6	4870.64	11288.1	17635.6	24748.5	30290.9	36301.8	42965.7	51352.5	65588.3	33901.3	48.44291	160899.7	14963.6	13.46605	.409143	695	413380.3	1196.58	3071.19	5548.49	8420.88	12087.8	15833.7	19548	24661.7	33423.4	15082	3.460208	86980.97	7961.55	27.93244	.47912	528	312996.3	38.87163
"UT"	1988	40.24651	9596.04	13960.1	17349.1	20450.9	23412.8	27011.2	30915.3	36098.3	44841.9	26482.2	42.55319	164132.2	10939	4.672959	.321993	917	797636	4533.6	11642.6	19056.9	24967.7	29933	36837.1	44134.5	52516.9	67492.5	34749.1	142.8571	160332.8	18374.8	14.88718	.419168	505	442188.2	1627.5	4050.8	7168.59	9727.58	13381.9	18203.8	22504.8	27379.6	36012.6	17309.4	42.55319	164132.2	10777.1	22.12756	.479354	412	355447.8	35.58176
"UT"	1992	33.60987	10406.2	14293.8	17678.5	20200.7	22706	26936.8	30460.6	35890	45156.6	26215.7	12.82051	146461.5	11922.6	4.339394	.306991	961	888871	4552.78	11069.4	16770.1	22219.3	28413.9	34647.2	40818.7	49391.3	63771.9	32677.9	192.3077	146461.5	20033.4	14.00724	.414645	498	465079.5	1686.73	4230.15	7244.74	10650.6	13960.3	18001.6	22654	28912.1	38433.3	17655.6	12.82051	107692.3	12157	22.78569	.466022	463	423791.5	29.11026
"UT"	1996	33.10596	10586.2	14951.6	18171.8	21135.8	24320.8	27802	32184.3	37842.6	50501.3	28868.4	12.61468	384167.4	18056.1	4.770484	.338328	985	1043188	4611.61	12018.4	17799.9	23842.2	29221.9	35022.5	41155.6	50045.4	67522.1	36250	68.80734	384167.4	31939.5	14.64176	.446043	538	576859.3	1775.07	4751.66	8289.97	11968.6	15392.5	19539.7	24351.2	30492.3	40055	19489.6	12.61468	325606.7	15818.6	22.56531	.463367	447	466329.1	27.89083
