fips;year;GDP;GDPpc;Private;Agriculture;Farms;Mining;Utilities;Construction;Manufacturing;Finance_Insurance;Legal;Education;Health;Government;Government_federal;Government_military;Government_statelocal;cpideflator;statecpi;Private_share;Agriculture_share;Farms_share;Mining_share;Utilities_share;Construction_share;Manufacturing_share;Finance_Insurance_share;Legal_share;Education_share;Health_share;Government_share;Government_federal_share;Government_military_share;Government_statelocal_share
22;2000;131520;29429.56;115678;1122;558;19131;3547;6230;17269;4812;2090;914;8157;15842;2306;1601;11935;.957;.9076;87.95468;.8531022;.4242701;14.54608;2.696928;4.736922;13.13032;3.658759;1.589112;.6949514;6.202098;12.04532;1.753345;1.217305;9.074665
22;2004;163427;36190.29;143310;1629;1075;18662;4675;6766;28609;6229;2303;1154;10540;20117;2684;2474;14958;1.043;;87.69053;.9967753;.6577861;11.41917;2.860605;4.140075;17.50568;3.811488;1.409192;.7061257;6.449363;12.30947;1.642323;1.513826;9.15271
23;1964;2606;4454.701;2180;131;106;2;73;120;686;317;11;14;67;425;121;115;189;.172;.2134;83.65311;5.026861;4.067536;.076746;2.801228;4.604758;26.32387;12.16424;.4221028;.5372218;2.57099;16.30852;4.643131;4.412893;7.252494
23;1968;3416;5770.271;2884;114;80;2;83;159;938;436;17;21;110;532;139;110;283;.193;.2358;84.42623;3.337237;2.34192;.058548;2.429742;4.654567;27.45902;12.76347;.4976581;.6147541;3.22014;15.57377;4.069087;3.22014;8.284543
23;1972;4604;4449.096;3845;149;106;2;118;259;1068;582;28;34;188;759;183;153;422;.232;.2781;83.51434;3.236316;2.302346;.0434405;2.562989;5.625543;23.19722;12.64118;.6081668;.7384883;4.083406;16.48566;3.974804;3.323197;9.165942
23;1976;6976;6400.235;5900;297;209;4;187;427;1543;920;42;43;326;1076;281;183;613;.316;.3622;84.57569;4.257454;2.995986;.0573394;2.680619;6.120986;22.11869;13.18807;.6020642;.6163991;4.673165;15.42431;4.028096;2.62328;8.787271
23;1980;10136;9009.434;8539;261;126;5;258;496;2508;1334;76;63;555;1597;423;251;923;.458;.4972;84.24428;2.57498;1.243094;.0493291;2.545383;4.893449;24.74349;13.16101;.7498027;.621547;5.475533;15.75572;4.173244;2.476322;9.106156
23;1984;14853;12852.55;12579;340;204;5;432;674;3523;2159;135;97;837;2275;603;390;1281;.578;.6131;84.68996;2.2891;1.37346;.0336632;2.908503;4.537804;23.71911;14.53578;.9089073;.6530667;5.635225;15.31677;4.059786;2.625732;8.62452
23;1988;21552;17902.56;18490;552;204;6;585;1433;4377;3372;242;142;1249;3061;763;477;1821;.658;.7214;85.7925;2.561247;.9465479;.0278396;2.714365;6.649035;20.30902;15.64588;1.122866;.6588716;5.795286;14.20286;3.540275;2.213252;8.449332
23;1992;24239;19571.13;20336;483;261;11;780;1080;4113;4151;312;199;1799;3903;930;470;2503;.78;.8297;83.89785;1.992656;1.076777;.0453814;3.217955;4.455629;16.96852;17.12529;1.287182;.820991;7.421923;16.10215;3.836792;1.939024;10.32633
23;1996;28636;22926.04;24477;491;242;5;893;1162;5103;5063;318;257;2140;4158;867;372;2919;.872;.9097;85.47633;1.714625;.8450901;.0174605;3.118452;4.057829;17.82023;17.68054;1.11049;.8974717;7.473111;14.52018;3.027658;1.299064;10.19346
23;2000;35542;27877.76;30637;644;236;5;750;1789;5199;2406;384;318;3324;4905;1096;399;3410;.957;1.0167;86.19942;1.811941;.6640031;.0140679;2.110179;5.033482;14.62776;6.769456;1.080412;.8947161;9.352316;13.80057;3.083676;1.122615;9.594283
23;2004;43191;32788.69;37152;597;200;8;924;2320;4864;2870;468;430;4547;6039;1396;619;4023;1.043;;86.01792;1.382232;.4630594;.0185224;2.139335;5.37149;11.26161;6.644903;1.083559;.9955778;10.52766;13.98208;3.232155;1.433169;9.314441
24;1964;11237;5441.646;9126;208;173;31;275;616;2573;1692;97;61;289;2111;988;331;792;.172;.1807;81.21384;1.851028;1.539557;.2758743;2.447272;5.48189;22.89757;15.0574;.8632197;.5428495;2.571861;18.78615;8.792382;2.945626;7.048144
24;1968;15963;7029.062;12824;213;164;27;405;815;3328;2451;130;97;450;3139;1347;468;1324;.193;.2033;80.33578;1.334336;1.027376;.1691411;2.537117;5.105556;20.84821;15.35426;.8143833;.6076552;2.819019;19.66422;8.438264;2.93178;8.29418
24;1972;22802;5587.19;17947;298;221;38;545;1379;3796;3589;206;178;751;4855;2053;632;2170;.232;.2462;78.70801;1.306903;.9692132;.1666521;2.390141;6.047715;16.64766;15.73985;.9034295;.7806333;3.293571;21.29199;9.003596;2.771687;9.516709
24;1976;32825;7867.68;25572;506;392;49;861;1770;5107;5218;269;220;1253;7253;3115;706;3432;.316;.3324;77.90404;1.541508;1.194212;.1492765;2.623001;5.392231;15.55826;15.89642;.8194973;.6702209;3.817213;22.09596;9.489718;2.1508;10.45545
24;1980;46983;11141.51;36835;400;236;87;1185;2577;6742;7704;421;339;2029;10148;4398;910;4841;.458;.4745;78.4007;.8513718;.5023093;.1851734;2.522189;5.484962;14.34987;16.39742;.8960688;.7215376;4.318583;21.5993;9.360832;1.936871;10.30373
24;1984;69915;16016.15;55906;736;486;110;1960;3812;8452;12743;680;509;3345;14009;5869;1634;6506;.578;.6028;79.96281;1.052707;.6951298;.1573339;2.803404;5.452335;12.08897;18.22642;.9726096;.7280269;4.784381;20.03719;8.394479;2.337124;9.305585
24;1988;102026;21903.89;83996;1097;564;120;2999;7458;10562;19499;1265;754;5224;18030;7152;1901;8976;.658;.7033;82.32803;1.075216;.5528002;.1176171;2.939447;7.309901;10.35226;19.1118;1.23988;.7390273;5.120264;17.67197;7.009978;1.86325;8.797757
24;1992;119454;24262.66;96805;1114;587;97;3488;5999;10441;24685;1943;1021;7721;22649;9348;2269;11032;.78;.8251;81.03957;.9325765;.4914025;.0812028;2.919952;5.022017;8.740603;20.66486;1.626568;.8547223;6.463576;18.96044;7.825606;1.899476;9.235354
24;1996;142910;27955.87;116641;1324;642;139;4393;7080;12469;29109;1555;1292;9012;26269;11111;2391;12767;.872;.9154;81.6185;.9264572;.4492338;.097264;3.073963;4.954167;8.725072;20.36876;1.088097;.9040655;6.306067;18.3815;7.774823;1.673081;8.933595
24;2000;180367;34054.09;149243;670;554;144;4942;9907;12992;11202;2086;1979;12420;31124;13134;2560;15430;.957;1.0234;82.74407;.3714648;.3071515;.0798372;2.739969;5.49269;7.203092;6.21067;1.156531;1.097207;6.88596;17.25593;7.28182;1.419328;8.55478
24;2004;228223;41061.64;188751;944;803;237;6384;13699;13272;14373;2624;2890;16764;39472;17672;3495;18306;1.043;;82.70464;.4136305;.3518488;.1038458;2.797264;6.002462;5.815365;6.297788;1.149753;1.266305;7.345447;17.29536;7.743304;1.531397;8.021102
25;1964;18608;5556.286;16605;149;84;17;407;897;5412;3058;153;325;575;2003;496;282;1225;.172;.2154;89.23581;.8007309;.4514188;.0913586;2.187231;4.820508;29.08426;16.43379;.822227;1.746561;3.090069;10.76419;2.66552;1.515477;6.58319
25;1968;25076;7249.494;22390;167;87;17;496;1200;7115;4065;209;494;951;2686;605;315;1767;.193;.2404;89.28856;.6659755;.3469453;.0677939;1.977987;4.785452;28.37374;16.21072;.8334663;1.970011;3.792471;10.71144;2.412666;1.256181;7.046578
25;1972;33350;5787.798;29340;211;94;19;727;1858;8031;5497;294;754;1548;4010;826;389;2795;.232;.2857;87.97601;.6326836;.2818591;.0569715;2.17991;5.571214;24.08096;16.48276;.8815592;2.26087;4.641679;12.02399;2.476762;1.166417;8.38081
25;1976;44400;7723.26;38896;294;123;23;1079;1513;10960;7354;398;972;2442;5504;1003;341;4160;.316;.3712;87.60361;.6621622;.277027;.0518018;2.43018;3.407658;24.68468;16.56306;.8963964;2.189189;5.5;12.3964;2.259009;.768018;9.36937
25;1980;68011;11854.61;60257;449;162;34;1393;2244;17387;12219;744;1243;3822;7755;1395;465;5894;.458;.5132;88.5989;.6601873;.2381968;.0499919;2.048198;3.299466;25.56498;17.96621;1.093941;1.827646;5.619679;11.40257;2.051139;.6837129;8.666245
25;1984;104948;17968.14;94992;670;257;52;2088;3973;25423;20391;1322;2055;6052;9957;1853;746;7358;.578;.6537;90.5134;.6384114;.2448832;.0495483;1.989557;3.785684;24.22438;19.42962;1.259671;1.958113;5.766665;9.487556;1.765636;.7108282;7.011091
25;1988;151213;25286.47;137109;1160;264;107;2480;7568;29384;32001;2430;2765;9002;14103;2452;868;10783;.658;.8111;90.67276;.7671298;.1745882;.0707611;1.640071;5.004861;19.43219;21.16286;1.607005;1.828547;5.953192;9.326579;1.621554;.5740247;7.131001
25;1992;166585;27631.95;150573;1002;279;97;4218;4911;27895;38004;3063;3725;13261;16011;2876;955;12180;.78;.9283;90.38809;.6014947;.1674821;.0582285;2.532041;2.948045;16.7452;22.81358;1.838701;2.236096;7.960501;9.61131;1.726446;.5732809;7.311583
25;1996;208288;33704.89;188519;1141;281;99;5029;7309;30959;49741;4016;4409;15302;19769;3451;723;15594;.872;1.0158;90.50881;.5477992;.1349094;.0475303;2.414445;3.509084;14.86355;23.88088;1.9281;2.116781;7.346559;9.491185;1.656841;.3471155;7.486749
25;2000;274949;43305.21;251645;540;209;124;3453;11159;37204;29915;4514;5915;20363;23304;3756;711;18837;.957;1.1622;91.52425;.1964001;.0760141;.0450993;1.255869;4.058571;13.53124;10.8802;1.641759;2.151308;7.406101;8.475754;1.366072;.2585934;6.851089
25;2004;306827;47818.4;279707;797;228;194;4283;13214;31114;33836;5476;7658;26502;27119;4440;1088;21591;1.043;;91.16114;.2597555;.074309;.0632278;1.395901;4.306662;10.14057;11.02771;1.784719;2.495869;8.637441;8.838531;1.44707;.3545972;7.036864
26;1964;32556;6898.919;29833;506;451;197;720;1239;15330;3393;136;78;663;2723;360;172;2191;.172;.1866;91.63595;1.554245;1.385305;.6051112;2.211574;3.80575;47.08809;10.42204;.4177417;.2395872;2.036491;8.36405;1.105787;.5283204;6.729942
26;1968;44717;8886.526;40874;559;482;227;966;1851;20041;5099;197;119;1066;3843;505;176;3163;.193;.2117;91.40595;1.250084;1.07789;.5076369;2.160252;4.139365;44.81741;11.40282;.4405483;.266118;2.383881;8.594047;1.129324;.3935863;7.073372
26;1972;56612;6273.02;50651;778;662;212;1328;2512;21843;6907;328;202;1908;5962;704;247;5010;.232;.2536;89.47043;1.374267;1.169363;.3744789;2.345792;4.437222;38.58369;12.20059;.5793825;.3568148;3.37031;10.53134;1.243553;.4363033;8.849714
26;1976;78738;8635.938;70238;1093;928;681;2114;2806;30153;9568;461;218;3146;8500;983;321;7196;.316;.3391;89.2047;1.388148;1.178592;.8648937;2.684854;3.563718;38.29536;12.15169;.5854861;.2768676;3.995529;10.7953;1.248444;.4076812;9.139171
26;1980;102414;11057.39;89863;1580;1343;1209;2933;3935;31361;14572;777;327;5145;12551;1388;355;10807;.458;.4812;87.74484;1.542758;1.311344;1.180503;2.863866;3.842248;30.62179;14.22852;.7586854;.3192923;5.023727;12.25516;1.355283;.3466323;10.55227
26;1984;141474;15633.43;126239;1749;1414;1414;4759;3917;49149;19452;1193;459;7082;15234;1817;630;12788;.578;.5953;89.23124;1.23627;.9994769;.9994769;3.363869;2.768707;34.74066;13.74952;.8432645;.3244413;5.005867;10.76806;1.284335;.4453115;9.039117
26;1988;177353;19239.8;157477;1813;1231;1302;5064;7037;54091;24766;1999;663;9405;19875;2300;784;16791;.658;.6814;88.79297;1.022255;.694096;.7341291;2.855322;3.967793;30.49906;13.96424;1.127131;.3738307;5.302983;11.20646;1.296849;.4420562;9.467559
26;1992;207379;21877.58;181641;2200;1480;1152;5195;7036;57232;31354;2314;837;13209;25738;2943;815;21980;.78;.8082;87.58891;1.06086;.7136692;.5555047;2.505075;3.392822;27.59778;15.11918;1.115831;.4036089;6.369497;12.41109;1.419141;.3930002;10.59895
26;1996;263871;27039.72;234380;2485;1470;1015;6617;10720;73125;36575;2620;1121;16232;29491;3243;542;25706;.872;.9201;88.82371;.941748;.5570904;.3846577;2.507665;4.062591;27.7124;13.86094;.9929094;.4248288;6.151491;11.17629;1.22901;.2054034;9.741881
26;2000;337235;33932.38;303571;1587;1164;690;6438;15568;76330;17869;3242;1548;20814;33664;3659;564;29441;.957;1.0394;90.01765;.4705917;.3451599;.2046051;1.909055;4.616365;22.63407;5.298679;.9613474;.4590271;6.171957;9.982356;1.085;.1672424;8.730114
26;2004;363076;35903.26;324162;2256;1867;834;7911;15640;68721;21044;3760;2212;26510;38913;4341;1000;33573;1.043;;89.28214;.6213575;.5142174;.229704;2.178883;4.307638;18.92744;5.796031;1.035596;.6092389;7.301502;10.71759;1.195617;.2754244;9.246824
27;1964;11307;5515.61;10155;661;623;298;255;589;2614;1631;69;42;340;1153;225;64;863;.172;.1928;89.81162;5.845936;5.509861;2.635535;2.25524;5.209162;23.11842;14.42469;.6102415;.3714513;3.006987;10.19722;1.989918;.566021;7.63244
27;1968;15970;7414.113;14298;966;913;291;332;860;3964;2205;93;63;531;1672;298;71;1303;.193;.2184;89.53037;6.048841;5.716969;1.822167;2.078898;5.385097;24.82154;13.80714;.5823419;.3944897;3.324984;10.46963;1.865999;.4445836;8.159048
27;1972;21714;5615.383;19063;1356;1282;309;495;1110;4747;3183;131;115;800;2651;426;96;2129;.232;.2628;87.79129;6.244819;5.904025;1.423045;2.279635;5.111909;21.86147;14.65875;.6032974;.5296122;3.684259;12.20871;1.961868;.4421111;9.804734
27;1976;32610;8241.921;28772;1731;1616;601;751;1652;7085;4945;197;154;1257;3839;619;125;3095;.316;.3525;88.23061;5.308187;4.955535;1.842993;2.302974;5.065931;21.72647;15.16406;.6041092;.4722478;3.854646;11.77246;1.898191;.383318;9.490953
27;1980;49717;12197.59;44253;2777;2599;1014;1065;2367;10596;7796;388;249;2276;5464;887;161;4416;.458;.5039;89.0098;5.585615;5.227588;2.039544;2.142124;4.760947;21.31263;15.68075;.7804171;.5008347;4.577911;10.9902;1.784098;.3238329;8.882274
27;1984;70296;16907.39;62799;3301;3040;862;1699;2768;15841;11276;706;382;3402;7497;1184;249;6063;.578;.6206;89.3351;4.695858;4.32457;1.226243;2.416923;3.937635;22.53471;16.04074;1.004325;.5434164;4.839536;10.6649;1.684306;.3542165;8.624957
27;1988;89991;20946.84;79975;2372;1993;512;2093;4088;21201;14055;1074;501;4752;10016;1597;339;8081;.658;.7047;88.87;2.635819;2.214666;.5689458;2.325788;4.542676;23.55902;15.61823;1.193453;.5567223;5.280528;11.13;1.774622;.3767043;8.979787
27;1992;111919;24895.39;98599;3078;2618;682;2291;4764;22572;19077;1578;713;7097;13319;2375;405;10539;.78;.8361;88.09853;2.750203;2.339192;.6093693;2.047016;4.25665;20.16816;17.04536;1.409948;.6370679;6.341193;11.90057;2.12207;.3618689;9.416632
27;1996;141664;30059.24;125792;4060;3524;716;2676;6024;26932;24953;1640;888;8633;15871;2644;420;12807;.872;.9463;88.79603;2.865936;2.487576;.5054213;1.888977;4.252316;19.01118;17.61421;1.157669;.6268353;6.093997;11.20327;1.866388;.2964762;9.040405
27;2000;185093;37624.51;165845;2120;1771;719;2664;8850;28664;16722;2168;1378;12718;19248;3002;464;15782;.957;1.0672;89.60091;1.14537;.9568163;.3884534;1.439276;4.78138;15.48627;9.034377;1.171303;.7444906;6.87114;10.3991;1.621887;.2506848;8.526525
27;2004;223454;43806.28;200626;4004;3675;821;3239;10784;30996;21871;2744;1776;17622;22828;3288;901;18639;1.043;;89.78403;1.791868;1.644634;.3674134;1.449515;4.826049;13.87131;9.787697;1.227993;.7947944;7.886187;10.21597;1.471444;.403215;8.341314
28;1964;4537;3758.906;3902;455;429;162;129;222;910;460;22;8;70;635;142;154;339;.172;.1705;86.00397;10.02865;9.455587;3.570641;2.843288;4.893101;20.05731;10.13886;.4849019;.176328;1.54287;13.99603;3.129822;3.394313;7.471898
28;1968;6283;5112.287;5341;420;388;166;180;310;1550;576;31;13;125;943;186;207;550;.193;.1906;85.00716;6.684705;6.175394;2.64205;2.864873;4.933949;24.66974;9.167595;.4933949;.2069075;1.989496;15.00875;2.960369;3.294605;8.75378
28;1972;9205;3989.527;7795;589;542;211;243;436;2333;879;51;41;197;1410;276;299;835;.232;.2325;84.68224;6.398696;5.888104;2.292233;2.63987;4.736556;25.34492;9.549158;.5540467;.4454101;2.140141;15.31776;2.99837;3.248235;9.071157
28;1976;14544;5984.387;12335;894;816;332;368;701;3571;1708;81;51;365;2209;423;403;1383;.316;.3193;84.81161;6.146865;5.610561;2.282728;2.530253;4.819857;24.55308;11.74367;.5569307;.3506601;2.509626;15.18839;2.908416;2.770902;9.509076
28;1980;21535;8543.024;18113;786;692;1104;504;1028;4893;2494;148;73;666;3423;711;560;2153;.458;.4607;84.10959;3.649872;3.213374;5.126538;2.340376;4.773624;22.72115;11.58115;.6872533;.3389831;3.09264;15.89505;3.301602;2.600418;9.997678
28;1984;29068;11275.28;24619;1142;1001;1421;1268;1028;6782;3246;217;93;995;4449;862;876;2711;.578;.5466;84.69451;3.928719;3.443649;4.888537;4.362185;3.536535;23.3315;11.16692;.7465254;.3199395;3.423008;15.30549;2.96546;3.013623;9.326407
28;1988;35699;13834.8;30007;1200;1020;839;2217;1230;8965;3876;347;130;1377;5692;1129;1007;3557;.658;.6044;84.05557;3.361439;2.857223;2.350206;6.210258;3.445475;25.11275;10.85745;.972016;.3641559;3.857251;15.94442;3.162554;2.820807;9.963864
28;1992;43676;16646.5;36555;1182;932;525;2612;1435;11158;4864;446;196;2179;7122;1473;1025;4624;.78;.7055;83.69585;2.706292;2.133895;1.202033;5.980401;3.285557;25.54721;11.13655;1.021156;.448759;4.98901;16.30644;3.372562;2.346827;10.58705
28;1996;55997;20376.73;47210;1811;1507;676;2505;2313;12757;6166;554;245;3098;8786;1630;1233;5924;.872;.7936;84.30809;3.234102;2.691216;1.207208;4.473454;4.130579;22.78158;11.0113;.9893387;.4375234;5.532439;15.69013;2.91087;2.201904;10.57914
28;2000;64266;22591.82;53440;1583;962;788;1780;2889;11346;2728;817;327;4111;10825;1837;1415;7574;.957;.8842;83.15439;2.4632;1.496904;1.226154;2.769738;4.495378;17.65475;4.244857;1.271279;.5088227;6.396851;16.84406;2.858432;2.201786;11.78539
28;2004;76499;26352.01;63100;2565;1953;1675;2159;3105;12095;3395;1020;409;5467;13399;2211;2060;9128;1.043;;82.48474;3.352985;2.552974;2.189571;2.822259;4.058877;15.81066;4.437966;1.333351;.5346475;7.146499;17.51526;2.890234;2.692846;11.93218
29;1964;14451;5334.441;13046;529;488;68;404;739;3901;1977;80;82;346;1405;439;174;792;.172;.1889;90.27749;3.660646;3.376929;.4705557;2.795654;5.113833;26.99467;13.68071;.5535949;.5674348;2.394298;9.72251;3.037852;1.204069;5.480589
29;1968;19716;7008.887;17622;708;652;81;471;963;5417;2583;103;149;523;2094;634;240;1221;.193;.2132;89.37918;3.590992;3.306959;.4108338;2.388923;4.884358;27.47515;13.10104;.5224183;.7557314;2.652668;10.62082;3.215662;1.217285;6.19294
29;1972;26414;5557.059;23291;1042;954;107;703;1265;6622;3385;151;239;868;3124;910;345;1869;.232;.2548;88.17673;3.944878;3.611721;.4050882;2.661467;4.789127;25.07004;12.81517;.5716665;.9048232;3.286136;11.82706;3.445143;1.306126;7.075793
29;1976;37170;7705.937;32707;1252;1128;219;1039;1737;8618;5136;222;313;1406;4462;1263;442;2758;.316;.3395;87.993;3.368308;3.034705;.5891848;2.795265;4.673123;23.18536;13.81759;.5972558;.842077;3.78262;12.0043;3.397902;1.189131;7.419962
29;1980;53361;10852.87;47176;1500;1343;410;1345;2416;11968;7632;434;412;2426;6185;1729;475;3982;.458;.4812;88.40914;2.811042;2.516819;.7683514;2.520567;4.527651;22.42837;14.30258;.8133281;.7720995;4.546391;11.59086;3.240194;.8901632;7.462379
29;1984;75872;15249.81;67567;1740;1490;349;2121;3208;18074;10589;728;570;3847;8305;2356;757;5193;.578;.5969;89.05393;2.293336;1.963834;.4599852;2.795498;4.228174;23.8217;13.9564;.9595107;.7512653;5.070382;10.94607;3.10523;.997733;6.844422
29;1988;96489;18987.43;85583;1702;1284;414;2951;4447;21399;13281;1170;780;5428;10905;2869;902;7134;.658;.6816;88.69716;1.763932;1.330722;.4290645;3.05838;4.608816;22.17766;13.76426;1.212573;.8083823;5.625512;11.30181;2.973396;.9348216;7.393589
29;1992;115209;22082.95;101395;2082;1608;381;2954;4519;25171;16385;1494;1102;7901;13814;3540;1110;9164;.78;.8063;88.00962;1.80715;1.395724;.3307033;2.564036;3.922437;21.84812;14.22198;1.296774;.9565225;6.857971;11.99038;3.072677;.9634664;7.95424
29;1996;145044;26703.96;128485;2537;1974;454;3471;6441;30662;21217;1707;1449;9194;16559;3817;1206;11536;.872;.9042;88.58347;1.749124;1.360966;.3130085;2.393067;4.440722;21.13979;14.62797;1.176884;.9990072;6.338766;11.41654;2.631615;.8314718;7.953449
29;2000;176708;31582.01;156436;1567;1272;450;3015;8218;29708;10170;2162;1883;12001;20272;4123;1403;14746;.957;1.0085;88.52797;.8867736;.7198316;.2546574;1.706205;4.65061;16.81192;5.755257;1.223487;1.0656;6.79143;11.47203;2.333228;.7939652;8.34484
29;2004;204916;35608.96;180925;3276;2913;723;3543;9477;31155;12252;2788;2422;15385;23991;4758;2116;17116;1.043;;88.29227;1.598704;1.421558;.3528275;1.729001;4.624822;15.20379;5.979035;1.360558;1.181948;7.507955;11.70772;2.321927;1.032618;8.352691
30;1964;2014;5009.95;1682;221;214;101;76;114;230;223;11;5;52;332;86;63;183;.172;.1909;83.51539;10.97319;10.62562;5.014896;3.773585;5.660378;11.42006;11.07249;.5461768;.2482622;2.581927;16.48461;4.270109;3.128103;9.086395
30;1968;2524;6263.027;2130;267;256;121;104;145;315;268;14;7;79;394;110;60;224;.193;.2107;84.38985;10.57845;10.14263;4.793978;4.120444;5.74485;12.48019;10.61807;.5546751;.2773376;3.129952;15.61014;4.358161;2.377179;8.874802
30;1972;3645;5068.568;3061;512;491;127;109;238;384;393;22;14;122;585;157;81;346;.232;.2474;83.97805;14.04664;13.47051;3.484225;2.990398;6.529492;10.53498;10.78189;.6035665;.3840878;3.347051;16.04938;4.30727;2.222222;9.492455
30;1976;6006;7918.041;5075;565;532;388;183;397;562;868;34;19;209;932;242;116;574;.316;.3198;84.49883;9.407259;8.857809;6.460207;3.046953;6.610056;9.357309;14.45221;.5661005;.3163503;3.479853;15.51782;4.029304;1.931402;9.55711
30;1980;9021;11467.03;7719;633;599;1183;271;587;752;1128;58;26;360;1302;340;127;836;.458;.4559;85.56701;7.016961;6.640062;13.11385;3.004102;6.507039;8.336104;12.50416;.6429442;.2882164;3.990688;14.43299;3.768983;1.407826;9.267265
30;1984;11219;13667.24;9444;546;483;1230;528;583;828;1456;95;30;551;1775;440;178;1157;.578;.5471;84.17863;4.866744;4.305197;10.96354;4.706302;5.196542;7.380337;12.97798;.8467778;.2674035;4.911311;15.82137;3.921918;1.586594;10.31286
30;1988;11875;14840.15;9780;455;365;944;720;440;934;1523;158;35;744;2095;525;225;1344;.658;.6092;82.35789;3.831579;3.073684;7.949474;6.063158;3.705263;7.865263;12.82526;1.330526;.2947368;6.265263;17.64211;4.421052;1.894737;11.31789
30;1992;15043;18216.94;12350;923;804;856;693;617;1145;1922;146;39;1045;2693;668;281;1744;.78;.7215;82.09798;6.135744;5.344678;5.690354;4.606794;4.101575;7.611514;12.77671;.9705511;.2592568;6.946753;17.90201;4.440604;1.867978;11.59343
30;1996;17998;20307.95;14900;867;749;816;802;901;1361;2351;175;50;1305;3099;684;299;2115;.872;.7991;82.78698;4.817202;4.161573;4.533837;4.456051;5.006112;7.561951;13.06256;.9723303;.2778086;7.250806;17.21858;3.800422;1.661296;11.75131
30;2000;21366;23682.24;17730;753;525;720;872;1190;1277;998;228;83;1860;3636;856;316;2464;.957;.9039;82.98231;3.524291;2.457175;3.36984;4.081251;5.569597;5.976786;4.670972;1.067116;.3884677;8.70542;17.01769;4.006365;1.478985;11.53234
30;2004;27452;29618.12;22876;1345;1132;1019;1051;1669;1382;1419;269;111;2509;4576;1059;485;3032;1.043;;83.3309;4.899461;4.123561;3.711934;3.828501;6.079703;5.034242;5.169022;.9798922;.4043421;9.139589;16.6691;3.857642;1.76672;11.04473
31;1964;4379;4981.797;3717;421;394;51;70;238;678;581;26;17;109;663;132;134;396;.172;.1921;84.88239;9.614067;8.997488;1.164649;1.598539;5.435031;15.48299;13.26787;.5937428;.3882165;2.489153;15.14044;3.014387;3.060059;9.04316
31;1968;5807;6591.374;4950;605;573;36;95;313;967;717;34;31;169;858;155;126;577;.193;.2161;85.24195;10.41846;9.867401;.6199415;1.635957;5.390047;16.65232;12.34717;.5855002;.5338385;2.910281;14.77527;2.669192;2.169795;9.936284
31;1972;8449;5564.802;7149;1085;1035;31;133;467;1207;1121;56;51;246;1300;223;202;875;.232;.259;84.61356;12.84176;12.24997;.3669073;1.574151;5.527281;14.28571;13.26784;.6628003;.6036217;2.911587;15.38644;2.639366;2.390815;10.35626
31;1976;12945;8357.539;11020;1396;1322;50;214;588;1862;2105;83;66;414;1925;302;280;1343;.316;.3449;85.12939;10.78409;10.21244;.3862495;1.653148;4.542295;14.38393;16.2611;.6411742;.5098494;3.198146;14.87061;2.332947;2.162997;10.37466
31;1980;18143;11557.34;15391;1641;1555;83;272;730;2613;2929;145;90;725;2752;426;375;1952;.458;.4868;84.83162;9.04481;8.570799;.4574767;1.499201;4.023591;14.40225;16.14397;.7992063;.4960591;3.996032;15.16838;2.348013;2.066913;10.75897
31;1984;24609;15491.02;20721;2488;2360;108;415;825;3496;3838;214;134;1069;3887;564;612;2711;.578;.5996;84.2009;10.11012;9.589988;.4388638;1.686375;3.352432;14.20618;15.59592;.8696005;.5445162;4.343939;15.79503;2.291844;2.486895;11.01629
31;1988;29270;18625.93;24412;2713;2507;85;352;983;4117;4187;325;161;1440;4857;784;750;3323;.658;.6789;83.4028;9.268876;8.565084;.2903997;1.202597;3.358387;14.0656;14.30475;1.110352;.5500513;4.919713;16.59378;2.67851;2.562351;11.35292
31;1992;37950;23546.76;31762;3632;3381;96;508;1323;5502;5637;327;235;2033;6188;1103;753;4332;.78;.8041;83.69434;9.570487;8.909091;.2529644;1.338603;3.486166;14.49802;14.85375;.8616601;.6192358;5.357049;16.30567;2.906456;1.98419;11.41502
31;1996;48317;28867.69;41152;4478;4209;87;1082;1981;6415;7441;373;311;2453;7166;1275;695;5196;.872;.9088;85.17085;9.26796;8.71122;.1800608;2.239377;4.100006;13.2769;15.40038;.771985;.6436658;5.076888;14.83122;2.638823;1.438417;10.75398
31;2000;55478;32419.33;47583;1962;1797;68;619;2496;7562;5134;475;408;3670;7895;1419;689;5787;.957;1.0147;85.76913;3.536537;3.239122;.1225711;1.115758;4.499081;13.63063;9.254119;.8561953;.7354267;6.615235;14.23087;2.557771;1.241934;10.43116
31;2004;68404;39150.33;58629;4632;4464;112;1626;2928;7259;5259;588;546;4917;9775;1731;1005;7040;1.043;;85.7099;6.771534;6.525934;.1637331;2.377054;4.280451;10.61195;7.688147;.8595989;.7981989;7.188176;14.2901;2.530554;1.469212;10.2918
32;1964;1933;7434.615;1693;27;22;36;45;152;91;260;11;1;31;240;61;50;128;.172;.203;87.58407;1.396793;1.138127;1.86239;2.327988;7.863425;4.707708;13.45059;.5690636;.0517331;1.603725;12.41593;3.155716;2.586653;6.621831
32;1968;2553;8989.437;2184;39;33;50;71;136;118;295;15;2;47;369;89;70;210;.193;.2246;85.54642;1.527615;1.292597;1.95848;2.781042;5.327066;4.622013;11.55503;.5875441;.0783392;1.840971;14.45358;3.486095;2.741872;8.225616
