caseid;turnout12;turnout12b;vote12;percent16;meet;givefut;info;march;sign;give12mo;compromise;ftobama;ftblack;ftwhite;fthisp;ftgay;ftjeb;fttrump;ftcarson;fthrc;ftrubio;ftcruz;ftsanders;ftfiorina;ftpolice;ftfem;fttrans;ftmuslim;ftsci;reg;demcand;repcand;vote16jb;vote16bc;vote16tc;vote16mr;vote16dt;presjob;lazyb;lazyw;lazyh;lazym;violentb;violentw;violenth;violentm;econnow;econ12mo;pid1d;pid2d;pid1r;pid2r;pidstr;pidlean;lcself;lcd;lcr;lchc;lcbo;lcdt;lcmr;lctc;srv_spend;campfin;immig_legal;immig_numb;equalpay;parleave;crimespend;death;terror_worry;terror_12mo;terror_local;relig_bc;relig_bcstr;relig_srv;relig_srvstr;incgap20;isis_troops;syrians_a;syrians_b;pc_a;pc_b;minwage;healthspend;childcare;getahead;ladder;finwell;warm;warmbad;warmcause;warmdo;freetrade;stopwhite;stopblack;forcewhite;forceblack;stop_12mo;arrested_12mo;charged_12mo;jailed_12mo;convict_12mo;famstop_12mo;stop_ever;arrested_ever;charged_ever;jailed_ever;convict_ever;famstop_ever;pk_deficit;pk_sen;pk_spend;birthright_a;birthright_b;femoff_jobs;femoff_ed;femoff_spend;femoff_issues;lpres_pleased;lpres_immig;lpres_la;vaccine;autism;bo_muslim;bo_confid;amer_ident;race_ident;whitework;whitejob;wguilt1;wguilt2;wguilt3;buycott;boycott;skintone_mob;skintone;skin_discrim;africanam10_1;white10_1;hispanic10_1;asianam10_1;nativeam10_1;other10_1;other10_open;birthyr;gender;race;race_other;educ;marstat;speakspanish;employ;employ_t;faminc;faminc2;state;votereg;pid3;pid7;ideo5;newsint;pew_bornagain;pew_churatd;religpew;religpew_t;ever_vs_12mo_rand
1079;1;NA;1;100;5;5;5;2;2;2;2;0;86;87;0;0;2;91;2;0;50;50;50;49;50;50;0;0;72;1;5;NA;3;NA;NA;NA;2;7;3;3;1;1;3;4;1;1;5;5;NA;__NA__;3;__NA__;NA;1;4;4;4;4;4;4;4;4;4;4;4;5;1;1;1;1;NA;1;1;1;2;1;1;1;7;NA;7;3;NA;2;1;3;1;7;7;1;2;1;1;5;2;3;3;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;2;2;1;NA;NA;4;4;NA;5;NA;1;1;2;1;1;2;4;3;1;5;5;5;2;2;99;2;4;-8;-8;-8;-8;-8;-8;NA;1992;2;1;__NA__;2;5;8;4;__NA__;97;99;51;1;3;5;6;4;1;3;1;__NA__;2
1080;2;NA;NA;50;3;5;3;2;2;2;1;41;84;94;71;99;52;28;26;51;51;31;57;50;86;45;94;38;71;2;5;11;4;NA;NA;NA;4;4;3;4;3;3;3;3;3;2;4;3;3;__NA__;NA;__NA__;NA;3;4;4;4;4;4;4;4;4;7;4;5;5;1;1;5;1;1;3;2;1;2;2;1;1;2;7;NA;2;NA;1;2;1;3;4;3;2;1;3;3;4;2;2;2;2;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;NA;5;NA;4;4;NA;4;NA;2;2;5;2;5;2;2;3;2;3;4;4;2;2;2;99;4;0;10;0;0;0;0;NA;1995;2;1;__NA__;2;5;4;4;__NA__;97;99;41;2;3;8;3;2;2;4;11;__NA__;2
1081;3;1;3;60;2;2;2;2;2;2;2;60;54;57;55;55;56;56;52;65;49;47;55;61;67;42;60;59;38;3;1;10;3;NA;NA;3;NA;3;2;2;2;2;3;3;3;3;2;2;1;__NA__;NA;__NA__;2;NA;2;2;2;2;2;2;2;2;6;2;3;3;3;3;3;3;2;NA;2;1;1;1;1;2;3;4;NA;2;NA;2;2;3;3;4;3;1;3;3;2;3;4;4;4;3;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;2;4;2;3;NA;NA;3;NA;3;3;3;NA;3;2;2;2;3;2;NA;NA;NA;NA;NA;1;1;99;5;2;1;3;2;1;2;1;NA;1991;1;6;__NA__;3;5;4;4;__NA__;97;99;12;3;1;8;3;2;2;4;11;__NA__;1
1082;1;NA;2;100;3;2;4;2;2;2;1;90;85;85;85;85;5;0;6;79;48;15;95;12;30;75;85;85;90;1;3;3;1;1;NA;NA;NA;1;5;5;5;5;4;3;3;4;2;3;3;__NA__;NA;__NA__;NA;2;2;1;7;2;2;7;7;7;5;2;2;5;1;1;6;7;5;NA;5;2;1;1;1;1;6;6;NA;NA;4;1;2;4;2;6;7;1;2;1;1;2;1;5;1;5;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;6;4;NA;7;NA;6;6;NA;4;2;NA;1;6;2;1;1;1;NA;NA;NA;NA;NA;1;1;2;99;2;4;4;0;0;2;0;NA;1954;2;6;__NA__;3;3;8;6;__NA__;11;99;6;1;3;3;3;1;2;5;2;__NA__;2
1083;1;NA;1;100;3;3;5;2;1;2;2;20;66;100;77;60;32;100;74;59;38;31;49;53;90;51;62;28;78;1;3;NA;1;NA;2;NA;NA;6;1;4;5;4;2;4;4;2;4;3;NA;__NA__;2;__NA__;2;NA;6;1;6;2;2;7;2;5;5;5;7;6;2;2;3;1;2;2;3;1;2;1;2;2;6;7;NA;NA;4;2;5;5;2;5;5;1;2;1;2;4;3;3;2;2;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;4;NA;6;NA;4;NA;3;4;1;NA;7;3;1;2;1;1;1;1;5;5;5;1;1;99;3;4;0;NA;0;0;1;0;NA;1991;2;1;__NA__;2;5;8;1;__NA__;4;99;42;1;2;7;3;2;1;4;1;__NA__;1
1084;1;NA;1;30;5;5;5;2;2;2;1;30;100;100;100;67;54;40;50;2;50;50;40;50;100;2;51;50;100;1;3;3;NA;NA;4;NA;4;6;5;5;5;5;5;5;5;5;4;5;NA;__NA__;3;__NA__;NA;1;4;1;7;1;1;6;5;5;3;3;1;4;1;5;3;2;NA;4;4;2;1;1;1;1;1;5;NA;NA;4;3;4;4;3;6;5;1;2;1;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;4;2;NA;5;NA;2;2;NA;4;NA;5;1;6;2;2;3;5;5;4;5;5;5;2;2;99;2;4;0;10;0;0;0;0;NA;1986;1;1;__NA__;5;5;8;8;__NA__;97;99;32;1;3;NA;3;2;2;6;10;__NA__;2
1085;2;NA;NA;10;3;5;5;2;2;2;1;17;82;42;79;70;61;72;44;31;52;54;57;25;54;70;97;67;42;2;1;NA;NA;NA;3;3;NA;6;2;3;3;2;2;3;2;2;4;4;3;__NA__;NA;__NA__;NA;1;2;5;3;4;6;2;4;4;3;3;3;2;1;1;3;1;3;3;5;2;2;2;1;4;6;NA;6;2;NA;1;3;1;2;5;5;1;2;1;1;6;1;3;2;2;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;3;1;2;6;NA;2;2;NA;NA;3;2;NA;3;5;2;3;2;2;4;5;2;3;4;2;2;99;3;4;0;5;2;3;0;0;NA;1989;1;1;__NA__;4;1;4;1;__NA__;6;99;36;2;3;5;2;3;2;5;4;__NA__;2
1086;2;NA;NA;0;5;5;5;2;2;2;2;0;100;100;100;50;2;84;69;0;70;70;40;50;75;40;0;88;95;2;3;NA;4;NA;2;NA;NA;7;3;3;5;5;1;1;1;1;3;3;NA;__NA__;3;__NA__;NA;1;5;1;4;1;1;5;5;1;1;4;1;3;1;1;4;2;2;NA;3;2;2;1;2;3;3;NA;5;4;NA;2;3;3;5;1;2;1;2;1;3;1;4;4;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;4;3;4;NA;4;NA;4;NA;3;3;NA;4;3;2;5;3;5;3;5;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1985;1;1;__NA__;5;1;4;1;__NA__;3;99;29;2;3;5;3;3;1;1;1;__NA__;2
1087;1;NA;2;85;4;4;3;2;1;2;2;81;51;50;51;50;NA;17;13;40;14;3;98;11;8;27;44;22;99;2;3;6;4;NA;1;NA;NA;2;3;3;3;3;2;2;2;2;3;4;NA;__NA__;4;Socialist;NA;2;1;3;7;3;2;7;7;7;7;1;2;1;1;1;7;7;4;NA;4;2;1;2;2;1;6;1;NA;NA;3;1;1;1;1;7;6;1;2;1;1;2;4;5;4;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;NA;2;NA;4;NA;2;3;NA;5;1;6;2;1;5;5;2;4;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1993;1;1;__NA__;3;5;4;8;__NA__;10;99;55;2;4;3;1;1;2;6;NA;__NA__;1
1088;2;NA;NA;95;4;4;3;2;2;2;1;84;100;63;100;100;23;10;15;72;33;25;88;50;54;98;100;100;98;1;3;11;1;1;NA;NA;NA;2;5;5;5;5;5;5;5;5;2;2;NA;__NA__;1;__NA__;2;NA;3;3;5;3;3;6;5;7;4;1;1;3;1;1;6;6;NA;5;5;2;1;1;3;2;6;NA;1;1;NA;1;3;3;2;4;4;1;2;3;2;4;2;3;2;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;2;NA;2;NA;3;4;NA;1;5;NA;1;6;2;1;2;4;4;5;3;3;3;2;1;99;2;5;0;10;0;0;0;0;NA;1997;1;1;__NA__;1;5;8;8;__NA__;10;99;24;1;1;NA;2;3;2;5;7;__NA__;1
1089;2;NA;NA;75;4;3;4;2;2;2;1;70;30;70;45;25;42;12;16;76;22;25;39;0;56;65;20;10;56;1;1;11;NA;NA;1;1;NA;3;5;4;5;5;3;4;4;3;3;3;NA;__NA__;1;__NA__;2;NA;2;2;7;2;1;6;5;6;3;2;6;6;2;2;3;1;3;NA;3;2;2;1;2;2;4;NA;7;3;NA;1;3;3;2;5;5;1;2;1;3;5;2;3;2;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;1;6;4;NA;5;NA;NA;2;2;5;2;NA;5;5;2;3;2;2;NA;NA;NA;NA;NA;2;2;99;2;4;0;4;0;6;0;0;NA;1991;2;4;__NA__;5;5;8;1;__NA__;4;99;36;1;1;2;2;2;2;6;10;__NA__;2
1090;3;1;3;75;2;4;4;2;2;2;1;69;4;51;29;3;26;3;NA;73;6;19;12;25;51;10;29;70;80;2;1;10;NA;NA;1;NA;1;2;3;3;3;3;4;3;5;3;4;4;1;__NA__;NA;__NA__;1;NA;1;2;5;1;1;7;3;5;7;3;3;5;5;5;5;4;3;NA;2;1;2;2;2;3;4;5;NA;NA;3;2;5;5;3;4;4;1;3;3;4;4;4;3;4;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;3;5;1;5;NA;NA;NA;5;4;3;4;NA;4;4;2;2;3;2;NA;NA;NA;NA;NA;2;2;99;4;4;0;0;0;0;5;5;NA;1979;1;4;__NA__;6;1;8;1;__NA__;2;99;12;2;1;3;2;2;2;7;6;__NA__;2
1091;1;NA;2;50;4;4;4;1;1;1;1;87;76;65;99;94;42;90;84;99;60;86;85;89;90;85;92;95;20;1;1;NA;NA;NA;NA;1;2;1;2;2;2;2;2;2;2;2;3;2;1;__NA__;NA;__NA__;1;NA;1;1;1;1;1;1;1;1;7;2;1;1;2;1;1;2;1;NA;1;1;1;1;1;1;1;2;NA;1;NA;1;2;2;3;3;3;1;1;1;1;2;2;2;3;2;NA;NA;NA;NA;NA;NA;1;1;2;1;2;1;1;4;2;NA;1;1;NA;1;NA;1;2;NA;1;1;1;2;1;1;NA;NA;NA;NA;NA;1;1;99;6;1;0;0;10;0;0;0;NA;1982;2;3;__NA__;5;1;2;1;__NA__;3;99;NA;1;1;1;2;2;2;4;11;__NA__;2
1092;2;NA;NA;0;2;4;5;1;2;2;1;100;89;88;100;99;62;91;39;90;100;48;43;51;100;70;99;80;100;2;1;8;1;NA;NA;NA;1;2;4;5;5;5;4;5;4;5;2;3;3;__NA__;NA;__NA__;NA;2;4;2;7;3;3;7;5;3;4;1;1;1;1;2;2;1;3;NA;4;2;1;1;1;2;2;NA;1;NA;4;1;4;3;5;4;4;1;2;1;1;2;1;3;2;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;4;1;7;NA;NA;NA;2;2;2;2;NA;1;3;2;5;2;1;NA;NA;NA;NA;NA;2;1;99;5;4;3;0;4;0;0;3;european;1986;2;3;__NA__;5;5;2;1;__NA__;8;99;48;2;3;2;2;1;1;2;12;Christian;2
1093;3;2;NA;0;4;4;4;2;2;2;2;73;61;50;74;60;40;100;7;70;1;22;40;30;60;71;62;30;60;2;1;NA;NA;NA;NA;1;2;2;3;3;3;2;2;3;3;2;2;2;NA;__NA__;2;__NA__;1;NA;1;2;7;2;1;5;7;4;7;3;3;3;3;4;3;2;NA;3;3;1;2;2;2;2;3;6;NA;2;NA;2;4;4;3;3;2;1;2;1;5;4;3;2;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;2;4;3;3;NA;4;NA;NA;4;3;NA;3;4;3;2;2;3;3;NA;NA;NA;NA;NA;2;2;99;1;5;2;2;2;2;2;0;NA;1986;1;3;__NA__;3;6;1;4;__NA__;1;99;37;2;2;7;2;2;2;5;2;__NA__;2
1094;1;NA;2;100;3;4;5;2;2;2;1;92;89;36;87;73;10;0;50;26;50;50;100;52;32;91;76;85;59;1;3;11;NA;NA;NA;3;1;2;5;1;5;5;4;2;3;5;2;3;3;__NA__;NA;__NA__;NA;2;2;2;7;3;2;7;3;5;5;1;1;1;1;1;4;2;4;4;5;2;1;2;1;1;6;NA;1;NA;2;1;3;2;2;6;6;1;2;1;2;2;1;5;1;5;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;3;8;1;1;NA;2;NA;3;NA;2;NA;5;1;6;2;1;3;5;5;4;1;2;1;2;2;2;99;5;0;10;0;0;0;0;NA;1996;2;1;__NA__;4;5;4;2;__NA__;NA;99;49;1;3;3;2;3;2;3;11;__NA__;2
1095;1;NA;2;100;2;3;4;1;1;2;1;100;90;70;86;60;11;7;31;100;30;NA;76;40;80;60;41;11;100;1;1;8;1;NA;NA;NA;1;1;1;1;1;3;3;3;3;1;1;1;NA;__NA__;1;__NA__;1;NA;1;1;6;1;1;7;5;4;6;2;1;1;1;2;1;3;1;NA;1;1;1;1;1;1;2;2;NA;2;NA;1;1;1;3;2;2;1;2;1;2;1;2;4;2;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;2;1;1;NA;NA;NA;1;1;1;NA;1;1;6;2;1;1;1;NA;NA;NA;NA;NA;2;2;99;3;2;0;0;10;0;0;0;NA;1965;1;3;__NA__;2;1;3;2;__NA__;8;99;25;1;1;NA;2;1;2;2;4;__NA__;2
1096;1;NA;2;100;3;4;2;1;1;1;2;60;81;99;50;22;54;75;60;55;66;51;50;50;60;70;16;3;85;1;3;NA;NA;3;NA;3;NA;3;2;3;4;4;3;3;3;3;2;4;2;__NA__;NA;__NA__;2;NA;3;2;6;3;3;5;5;5;4;7;6;6;1;2;4;1;NA;4;5;2;1;2;2;2;3;NA;6;4;NA;1;3;3;1;6;6;1;2;1;2;3;4;3;3;3;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;4;4;NA;6;4;NA;NA;4;5;NA;4;1;6;2;2;1;2;2;3;5;5;5;2;2;99;3;4;3;3;2;1;1;0;NA;1958;2;1;__NA__;1;6;4;7;__NA__;2;99;21;1;2;1;2;1;2;5;1;__NA__;1
1097;1;NA;2;100;2;1;2;2;1;1;1;75;91;94;96;53;3;62;3;24;48;2;96;NA;77;72;43;31;98;1;3;NA;3;NA;NA;NA;2;3;5;5;5;5;5;5;5;5;3;4;3;__NA__;NA;__NA__;NA;2;2;2;7;3;4;6;6;7;6;1;1;5;1;1;3;6;4;5;5;2;1;1;3;1;7;NA;5;3;NA;1;1;3;2;6;5;1;2;3;1;5;2;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;1;1;NA;3;NA;NA;3;4;4;NA;1;1;2;1;4;2;4;4;5;5;5;1;1;2;99;5;0;10;0;0;0;0;NA;1982;1;1;__NA__;3;1;4;1;__NA__;NA;99;42;1;3;3;2;1;2;6;NA;__NA__;2
1098;1;NA;1;100;3;2;3;2;1;2;2;0;53;87;53;0;41;0;66;0;65;66;998;66;85;10;0;2;58;1;5;7;NA;NA;2;3;NA;7;3;3;3;4;4;4;4;1;4;5;3;__NA__;NA;__NA__;NA;1;7;1;5;1;1;1;5;6;4;5;3;4;3;2;4;1;NA;3;4;1;1;1;1;2;3;NA;6;NA;4;2;5;3;2;4;5;2;3;2;7;5;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;2;3;4;NA;NA;NA;3;3;5;NA;2;7;1;1;1;1;1;2;2;5;5;5;2;1;99;2;4;1;3;2;2;2;0;NA;1992;2;1;__NA__;2;5;8;8;__NA__;2;99;55;1;3;5;5;2;1;2;1;__NA__;2
1099;2;NA;NA;0;4;5;5;2;2;2;1;100;86;86;69;69;80;7;48;99;52;49;52;49;100;72;52;81;68;2;1;1;NA;1;1;NA;NA;2;5;5;5;5;5;5;5;5;1;1;1;__NA__;NA;__NA__;2;NA;4;4;4;4;3;4;4;4;5;4;3;3;2;2;3;3;1;NA;1;1;3;2;1;3;3;3;NA;NA;2;1;3;3;3;3;3;2;2;3;3;4;3;3;3;3;NA;NA;NA;NA;NA;NA;1;1;1;1;2;1;2;4;2;NA;2;4;NA;4;NA;3;NA;5;1;4;2;4;1;2;3;3;3;2;3;2;2;1;99;3;0;10;0;0;0;0;NA;1956;2;1;__NA__;1;3;4;6;__NA__;4;99;48;2;1;2;3;3;1;5;2;__NA__;2
1100;1;NA;2;50;2;2;2;1;1;1;1;77;57;47;59;89;54;51;90;52;51;60;46;60;55;43;47;53;47;1;1;NA;NA;NA;1;1;NA;3;2;4;1;3;2;1;1;3;5;3;NA;__NA__;1;__NA__;1;NA;2;1;4;2;1;1;2;3;6;1;1;1;3;3;1;1;NA;2;2;1;1;1;2;1;3;NA;3;NA;1;2;1;1;5;1;1;1;1;1;1;1;5;3;5;5;1;2;1;1;2;1;NA;NA;NA;NA;NA;NA;1;4;1;1;NA;NA;NA;1;3;2;2;NA;3;3;1;1;2;2;3;2;2;2;2;1;1;99;7;2;2;3;2;3;0;0;NA;1989;1;1;__NA__;4;1;4;1;__NA__;8;99;29;1;1;1;1;1;2;1;2;__NA__;1
1101;1;NA;2;80;3;3;3;1;1;2;2;53;72;69;57;49;24;6;72;72;47;28;57;49;78;94;52;27;98;2;1;2;1;1;NA;NA;NA;2;4;4;4;5;4;4;4;3;2;3;NA;__NA__;1;__NA__;1;NA;4;3;7;4;3;7;3;4;3;4;4;3;3;4;4;4;NA;3;3;2;2;2;2;2;3;NA;4;3;NA;4;1;3;4;2;3;1;3;1;3;4;3;2;3;2;1;2;2;1;2;1;NA;NA;NA;NA;NA;NA;3;6;2;3;NA;3;NA;NA;4;1;4;NA;3;3;1;3;2;2;NA;NA;NA;NA;NA;2;1;99;4;2;2;2;3;1;2;0;NA;1996;2;6;__NA__;2;5;8;2;__NA__;4;99;5;2;1;3;2;3;2;5;6;__NA__;1
1102;3;2;NA;50;1;4;4;2;2;2;1;6;7;7;70;6;28;76;7;16;98;32;4;20;81;49;3;4;3;2;5;8;NA;4;2;NA;NA;3;1;3;2;2;1;3;2;1;3;3;NA;__NA__;2;__NA__;1;NA;6;1;6;1;1;6;6;5;1;3;5;2;2;3;2;7;NA;5;1;2;1;1;1;1;2;NA;7;NA;1;2;7;7;5;1;1;1;2;3;1;7;5;5;1;1;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;2;4;6;NA;NA;NA;7;1;2;NA;2;1;5;2;3;1;1;NA;NA;NA;NA;NA;2;2;99;3;4;0;5;5;0;0;0;NA;1974;1;3;__NA__;2;1;2;4;__NA__;7;99;36;2;2;6;4;2;1;6;1;__NA__;2
1103;3;2;NA;40;3;5;5;2;2;2;1;99;4;50;67;52;10;4;54;100;2;NA;51;13;70;99;49;4;64;2;1;11;1;NA;NA;NA;4;1;1;4;3;3;1;3;3;1;1;1;NA;__NA__;1;__NA__;1;NA;2;2;7;2;2;7;5;7;1;1;2;3;1;2;2;7;1;NA;1;2;2;2;2;1;1;NA;7;NA;1;2;2;3;4;3;5;1;2;1;1;7;5;5;2;1;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;2;3;NA;1;1;NA;4;NA;1;NA;5;1;6;2;5;1;1;NA;NA;NA;NA;NA;2;2;99;2;4;2;4;4;0;0;0;NA;1983;1;3;__NA__;2;1;2;1;__NA__;6;99;36;2;1;1;3;2;1;4;1;__NA__;1
1104;2;NA;NA;99;5;5;5;2;2;2;1;1;91;100;84;16;52;97;81;21;71;88;5;41;100;93;NA;19;100;1;5;NA;NA;NA;NA;3;2;7;1;4;5;4;1;3;3;1;5;5;NA;__NA__;2;__NA__;2;NA;4;2;5;1;1;4;4;3;1;4;6;7;3;1;3;1;2;4;5;2;2;1;2;2;4;7;NA;1;NA;1;7;1;1;7;7;2;3;3;4;5;4;4;4;4;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;8;4;NA;7;4;NA;4;NA;5;NA;5;1;6;1;2;1;1;1;3;1;2;1;2;2;2;99;2;1;8;0;0;1;0;NA;1988;1;1;__NA__;2;5;8;1;__NA__;3;99;5;1;2;5;3;3;1;4;1;__NA__;2
1105;1;NA;1;100;1;1;1;1;1;1;2;3;69;91;50;53;73;66;82;1;89;77;3;74;72;4;18;47;71;1;4;8;2;NA;2;NA;NA;7;4;4;4;4;5;5;4;4;4;3;3;__NA__;NA;__NA__;NA;1;4;2;5;3;1;5;5;5;2;1;4;5;1;2;2;4;1;NA;2;1;1;1;2;3;3;NA;6;NA;4;2;7;6;4;5;5;1;2;3;3;4;3;3;3;3;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;4;NA;5;NA;4;NA;4;3;NA;5;1;6;1;5;2;3;NA;NA;NA;NA;NA;1;1;99;3;4;0;5;0;0;0;5;Spaniard;1987;2;7;__NA__;6;5;4;1;__NA__;7;99;25;1;3;5;3;1;2;3;2;__NA__;1
1106;1;NA;2;90;5;5;5;2;2;2;2;90;64;73;93;52;64;4;73;66;87;51;51;86;89;73;39;64;80;1;1;2;NA;NA;1;NA;1;2;4;4;5;5;4;4;4;4;2;2;NA;__NA__;1;__NA__;2;NA;4;5;5;5;4;1;5;4;6;3;3;4;3;4;3;4;3;3;4;2;2;1;1;1;4;5;NA;NA;3;2;3;4;4;4;3;1;2;1;3;4;3;3;2;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;8;4;6;NA;NA;4;NA;3;1;NA;5;3;6;2;1;2;2;NA;NA;NA;NA;NA;2;1;99;3;4;0;1;NA;0;0;0;NA;1996;1;3;__NA__;2;5;3;8;__NA__;97;99;6;1;1;8;2;7;2;2;2;__NA__;2
1107;3;1;3;80;5;4;4;2;2;2;1;38;53;52;51;97;52;45;32;64;55;21;49;53;100;99;99;55;70;1;1;11;NA;NA;1;1;NA;5;5;5;5;5;5;5;5;5;4;4;NA;__NA__;3;__NA__;NA;3;4;4;4;4;4;4;4;4;6;4;3;4;1;1;3;3;3;3;4;2;1;2;1;1;4;4;NA;2;NA;2;6;5;2;3;2;1;2;3;4;4;5;5;4;4;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;2;4;NA;2;1;4;NA;NA;3;1;NA;2;3;1;3;1;5;3;3;3;2;2;2;1;99;3;5;0;10;0;0;0;0;NA;1981;2;1;__NA__;3;1;8;2;__NA__;3;99;53;1;3;NA;4;3;2;5;11;__NA__;1
1108;1;NA;3;100;5;5;5;2;2;2;1;1;35;99;39;98;50;11;12;3;49;52;50;50;100;2;98;31;69;1;5;11;3;4;NA;NA;NA;7;2;3;3;4;3;4;3;3;5;4;2;__NA__;NA;__NA__;2;NA;5;3;5;3;2;5;4;4;5;2;2;6;1;4;3;1;5;4;5;2;1;2;1;1;1;NA;6;NA;4;4;4;4;2;6;6;1;2;3;3;6;3;3;2;2;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;1;NA;7;NA;4;NA;4;5;NA;3;1;6;1;4;2;5;3;4;5;5;5;2;2;1;99;5;0;5;0;0;5;0;NA;1965;2;1;__NA__;3;1;8;6;__NA__;4;99;39;1;2;6;4;2;2;6;12;__NA__;1
1109;1;NA;2;95;5;5;5;2;2;2;2;85;96;97;99;51;7;16;6;97;11;8;97;7;79;85;6;54;96;1;1;11;NA;NA;1;1;NA;2;4;4;5;5;2;3;4;4;2;2;1;__NA__;NA;__NA__;1;NA;1;1;4;1;2;6;4;4;997;4;1;4;1;1;1;7;4;4;5;2;2;1;1;1;1;NA;2;NA;2;1;1;1;5;1;1;1;3;2;5;4;3;5;3;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;2;4;NA;NA;NA;2;3;1;NA;3;4;5;2;4;4;2;NA;NA;NA;NA;NA;2;2;5;99;4;10;0;0;0;0;0;NA;1971;1;2;__NA__;2;1;4;4;__NA__;2;99;18;1;1;1;2;3;2;2;12;__NA__;1
1110;2;NA;NA;89;5;4;3;2;1;2;2;91;94;84;96;90;85;21;31;99;59;63;64;70;78;32;77;54;86;2;1;1;1;1;NA;NA;NA;1;3;3;3;4;2;2;2;2;4;3;1;__NA__;NA;__NA__;1;NA;2;2;7;3;3;5;7;7;5;4;2;5;1;2;3;3;2;2;2;2;2;2;1;2;2;3;NA;3;NA;1;2;3;2;5;3;1;2;1;2;3;2;4;2;4;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;4;NA;2;NA;3;2;NA;1;3;NA;1;3;1;2;1;1;NA;NA;NA;NA;NA;2;2;3;99;4;2;4;2;1;1;0;NA;1960;1;3;__NA__;5;5;2;6;__NA__;2;99;48;2;1;1;2;1;1;4;2;__NA__;1
1111;2;NA;NA;75;5;5;5;2;2;2;1;3;27;65;1;2;92;7;5;6;48;46;3;27;86;41;1;1;99;3;2;3;NA;3;2;NA;NA;7;4;2;4;3;1;4;4;2;4;2;NA;__NA__;4;Libertarian;NA;2;3;1;7;4;6;1;5;3;5;4;2;4;1;6;2;1;3;2;5;2;1;1;1;1;1;3;NA;NA;4;1;1;7;1;7;3;1;2;1;4;3;3;4;2;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;3;2;4;1;NA;2;NA;NA;4;5;1;NA;1;6;1;3;1;3;5;2;5;5;5;2;2;2;99;5;0;10;0;0;0;0;NA;1963;1;1;__NA__;2;2;4;4;__NA__;1;99;4;3;4;3;3;3;1;5;11;__NA__;1
1112;1;NA;1;100;1;1;1;1;1;1;2;17;100;99;100;100;16;99;53;7;71;99;98;49;99;19;100;100;51;1;3;4;NA;2;NA;NA;2;6;4;3;5;5;5;5;5;5;5;5;NA;__NA__;3;__NA__;NA;1;5;2;2;4;2;3;3;6;3;4;1;4;7;6;7;7;1;1;1;1;1;1;1;1;6;7;NA;2;NA;4;7;4;1;7;7;2;1;2;6;1;4;2;5;3;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;3;2;NA;6;NA;4;NA;4;1;5;NA;1;3;2;1;1;1;NA;NA;NA;NA;NA;2;2;6;99;5;5;0;0;5;0;0;NA;1989;1;6;__NA__;5;5;8;1;__NA__;NA;99;12;1;3;7;3;1;2;3;2;__NA__;1
