caseid;turnout12;turnout12b;vote12;percent16;meet;givefut;info;march;sign;give12mo;compromise;ftobama;ftblack;ftwhite;fthisp;ftgay;ftjeb;fttrump;ftcarson;fthrc;ftrubio;ftcruz;ftsanders;ftfiorina;ftpolice;ftfem;fttrans;ftmuslim;ftsci;reg;demcand;repcand;vote16jb;vote16bc;vote16tc;vote16mr;vote16dt;presjob;lazyb;lazyw;lazyh;lazym;violentb;violentw;violenth;violentm;econnow;econ12mo;pid1d;pid2d;pid1r;pid2r;pidstr;pidlean;lcself;lcd;lcr;lchc;lcbo;lcdt;lcmr;lctc;srv_spend;campfin;immig_legal;immig_numb;equalpay;parleave;crimespend;death;terror_worry;terror_12mo;terror_local;relig_bc;relig_bcstr;relig_srv;relig_srvstr;incgap20;isis_troops;syrians_a;syrians_b;pc_a;pc_b;minwage;healthspend;childcare;getahead;ladder;finwell;warm;warmbad;warmcause;warmdo;freetrade;stopwhite;stopblack;forcewhite;forceblack;stop_12mo;arrested_12mo;charged_12mo;jailed_12mo;convict_12mo;famstop_12mo;stop_ever;arrested_ever;charged_ever;jailed_ever;convict_ever;famstop_ever;pk_deficit;pk_sen;pk_spend;birthright_a;birthright_b;femoff_jobs;femoff_ed;femoff_spend;femoff_issues;lpres_pleased;lpres_immig;lpres_la;vaccine;autism;bo_muslim;bo_confid;amer_ident;race_ident;whitework;whitejob;wguilt1;wguilt2;wguilt3;buycott;boycott;skintone_mob;skintone;skin_discrim;africanam10_1;white10_1;hispanic10_1;asianam10_1;nativeam10_1;other10_1;other10_open;birthyr;gender;race;race_other;educ;marstat;speakspanish;employ;employ_t;faminc;faminc2;state;votereg;pid3;pid7;ideo5;newsint;pew_bornagain;pew_churatd;religpew;religpew_t;ever_vs_12mo_rand
36;1;NA;2;100;1;1;1;2;1;1;1;82;70;85;66;57;8;1;1;93;6;0;96;0;78;82;53;59;94;1;3;11;NA;NA;1;NA;1;2;5;5;5;5;5;5;5;5;2;2;NA;__NA__;1;__NA__;1;NA;2;2;6;3;2;6;6;7;6;1;1;2;1;1;6;7;3;4;5;2;1;2;2;1;6;NA;1;2;NA;1;2;1;3;5;4;1;2;1;1;4;2;4;2;4;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;6;1;NA;1;NA;4;NA;3;3;5;NA;1;6;2;1;1;2;5;5;4;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1945;1;1;__NA__;6;3;4;5;__NA__;5;99;NA;1;1;1;1;1;2;4;1;__NA__;2
37;1;NA;2;99;5;5;5;2;2;2;1;76;81;69;67;81;1;2;2;100;1;1;1;50;62;51;86;80;82;1;1;11;NA;1;NA;NA;1;2;5;5;5;5;5;5;5;5;2;3;NA;__NA__;1;__NA__;1;NA;1;2;7;1;2;7;7;7;7;1;4;5;2;2;1;4;2;2;3;2;1;2;1;1;4;4;NA;NA;2;1;3;3;3;4;5;1;2;1;2;7;3;3;3;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;4;1;NA;NA;NA;4;4;3;NA;5;1;6;2;1;3;5;2;3;5;5;4;1;2;99;1;4;0;10;0;0;0;0;NA;1948;2;1;__NA__;2;4;4;7;__NA__;2;99;36;1;1;1;1;1;2;6;12;__NA__;1
38;2;NA;NA;0;5;5;5;2;2;2;1;80;80;81;74;80;20;20;11;52;21;5;71;31;31;70;80;11;91;2;3;7;4;NA;NA;NA;4;2;5;5;5;5;5;5;5;3;2;2;3;__NA__;NA;__NA__;NA;3;4;2;7;3;2;7;7;7;4;1;2;4;1;4;4;3;3;3;4;2;1;2;2;1;5;NA;6;NA;4;2;3;3;3;7;6;1;3;3;2;1;2;4;2;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;NA;4;4;NA;NA;4;3;NA;5;3;4;2;2;2;3;5;5;5;5;5;2;2;99;4;3;0;5;0;0;0;5;Armenian;1976;1;1;__NA__;3;5;4;1;__NA__;NA;99;6;2;3;4;3;2;2;6;11;__NA__;1
39;1;NA;1;100;5;2;5;2;2;2;1;10;60;60;60;50;30;88;61;7;41;41;20;71;90;50;51;31;69;1;4;6;NA;2;NA;2;NA;7;5;5;5;5;5;5;5;5;3;3;NA;__NA__;3;__NA__;NA;1;5;1;5;1;1;4;6;7;3;4;2;4;4;4;4;2;NA;3;4;2;3;1;3;2;2;NA;6;NA;4;2;4;4;5;4;4;1;3;2;6;5;3;3;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;2;4;NA;3;3;NA;NA;3;NA;5;1;6;2;5;1;5;3;3;5;5;5;2;2;99;3;5;-8;-8;-8;-8;-8;-8;NA;1955;1;1;__NA__;4;1;4;1;__NA__;13;99;6;1;3;5;3;1;2;6;1;__NA__;1
40;1;NA;1;100;4;5;5;2;2;2;2;0;71;67;66;1;57;70;100;NA;64;63;6;58;88;14;38;1;31;1;2;2;NA;2;NA;2;NA;7;3;2;4;3;3;3;3;1;5;5;NA;__NA__;2;__NA__;2;NA;5;1;5;1;1;5;5;4;2;2;2;4;3;2;4;1;2;NA;3;1;1;1;1;2;1;NA;7;NA;4;2;4;4;3;7;7;1;3;3;7;4;4;3;4;4;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;8;3;NA;6;4;NA;NA;4;3;NA;5;7;3;1;1;1;2;3;3;5;3;5;2;1;2;99;5;0;10;0;0;0;0;NA;1957;2;1;__NA__;3;5;4;1;__NA__;4;99;55;1;2;5;3;2;1;1;1;__NA__;1
41;1;NA;2;100;3;3;3;2;2;2;1;79;67;81;85;5;22;69;15;94;15;20;56;10;97;52;3;13;80;1;1;NA;NA;NA;1;NA;1;2;3;4;4;4;4;4;4;2;3;4;1;__NA__;NA;__NA__;2;NA;6;2;6;2;8;4;7;7;6;1;2;5;1;2;3;4;3;NA;5;2;2;1;1;2;6;NA;7;4;NA;1;2;4;3;4;4;1;2;1;2;2;3;4;3;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;3;6;1;NA;5;NA;4;NA;3;2;NA;5;1;3;2;1;2;2;1;1;5;5;4;2;2;1;99;4;0;10;0;0;0;0;NA;1953;1;1;__NA__;5;1;4;2;__NA__;7;99;55;1;1;2;4;1;1;2;1;__NA__;2
42;1;NA;2;100;5;4;4;2;2;2;1;81;100;100;100;100;4;0;0;94;0;0;84;3;100;100;100;100;100;1;1;11;1;1;NA;NA;NA;2;5;5;5;5;5;5;5;5;2;2;1;__NA__;NA;__NA__;1;NA;1;3;7;3;3;5;7;7;4;1;1;2;1;3;4;6;3;3;5;2;1;2;1;1;4;NA;1;NA;2;1;2;3;4;3;4;1;2;1;1;1;2;4;3;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;2;1;NA;2;4;4;NA;NA;2;NA;5;1;6;2;1;1;2;4;5;5;5;5;1;2;1;99;5;0;10;0;0;0;0;NA;1973;2;1;__NA__;2;5;4;6;__NA__;4;99;42;1;1;1;1;2;2;6;11;__NA__;1
43;1;NA;1;99;5;5;5;2;2;2;1;5;60;55;55;40;60;65;70;10;75;75;10;65;80;32;40;20;65;1;5;4;2;NA;NA;2;NA;7;4;3;4;3;2;2;2;3;4;2;NA;__NA__;3;__NA__;NA;1;5;2;7;1;1;6;6;6;3;4;2;4;2;5;2;2;NA;3;4;1;2;1;2;4;3;NA;7;NA;3;2;3;5;3;5;6;2;2;2;5;3;3;3;2;2;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;2;3;2;NA;NA;3;NA;2;4;2;NA;2;5;1;4;1;4;3;4;5;5;5;2;1;99;2;4;0;10;0;0;0;0;NA;1944;1;1;__NA__;2;1;4;5;__NA__;4;99;53;1;3;5;4;2;2;5;1;__NA__;2
44;1;NA;2;100;1;3;3;2;2;2;1;95;62;99;31;1;39;1;20;99;43;40;90;19;100;96;0;100;95;1;1;4;NA;NA;1;1;NA;1;2;2;2;2;2;2;2;2;1;3;NA;__NA__;1;__NA__;1;NA;4;4;4;4;4;7;4;6;7;4;1;1;1;1;1;1;1;5;1;1;1;1;1;2;1;1;NA;1;NA;1;1;1;2;2;3;2;1;3;3;1;5;1;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;6;4;1;NA;NA;4;4;NA;1;1;NA;1;1;2;1;1;1;1;3;3;3;1;1;2;99;4;5;0;10;0;0;0;0;NA;1956;1;1;__NA__;2;1;4;1;__NA__;4;99;25;1;1;1;3;1;2;2;6;__NA__;1
45;1;NA;2;100;2;2;3;2;2;1;1;80;95;99;99;80;5;5;6;100;3;1;100;6;70;100;62;80;90;1;1;6;1;NA;1;NA;NA;2;5;5;5;5;5;5;5;5;3;4;1;__NA__;NA;__NA__;2;NA;3;2;7;2;2;6;7;7;6;7;2;4;2;2;4;6;NA;5;5;2;2;2;1;1;7;3;NA;3;NA;1;2;2;4;6;6;1;2;1;2;3;3;4;3;4;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;6;1;2;NA;NA;4;NA;4;4;NA;4;1;6;2;1;2;3;3;5;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1949;1;1;__NA__;6;1;4;1;__NA__;10;99;6;1;1;2;2;1;2;4;NA;__NA__;2
46;1;NA;1;100;3;3;4;2;2;1;1;0;19;10;71;3;20;13;19;0;40;18;1;10;50;7;39;0;49;1;3;11;NA;NA;NA;2;2;7;4;4;4;4;4;4;4;4;5;5;3;__NA__;NA;__NA__;NA;3;5;1;5;1;1;5;6;6;1;4;1;3;2;5;6;4;NA;2;3;1;2;1;3;2;3;NA;1;NA;4;2;4;4;2;6;6;2;2;3;6;3;3;4;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;1;4;1;1;NA;1;NA;NA;1;3;NA;5;1;6;1;3;1;4;3;3;5;5;5;2;2;99;2;5;0;10;0;0;0;0;NA;1962;1;1;__NA__;6;1;4;1;__NA__;16;99;34;1;3;6;3;1;2;5;5;__NA__;2
47;1;NA;2;100;2;2;3;2;1;2;2;13;NA;100;7;7;91;7;51;98;78;44;50;35;46;98;5;NA;98;1;1;1;NA;NA;1;1;NA;7;2;4;1;1;1;3;1;1;4;4;1;__NA__;NA;__NA__;2;NA;4;7;1;7;1;2;3;5;5;5;2;5;1;2;2;4;2;NA;3;2;2;1;1;1;1;NA;4;3;NA;1;4;4;3;6;6;1;2;3;1;4;3;4;3;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;4;NA;6;4;NA;NA;4;4;3;NA;1;4;1;3;1;1;3;4;5;5;5;2;2;99;2;5;2;2;2;2;2;0;NA;1952;2;1;__NA__;2;3;4;1;__NA__;2;99;12;1;1;2;4;1;1;5;1;__NA__;1
48;1;NA;1;100;4;1;4;2;2;1;1;41;62;66;59;88;37;6;52;3;46;44;47;47;60;64;50;56;60;1;3;7;NA;NA;2;2;NA;5;4;5;4;4;3;4;4;4;3;4;NA;__NA__;1;__NA__;2;NA;5;2;7;3;1;6;7;7;5;3;2;4;4;1;7;6;NA;4;5;2;1;1;2;1;6;6;NA;NA;2;1;4;4;4;3;5;1;2;1;1;5;2;3;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;2;1;NA;5;NA;NA;2;2;4;NA;1;1;6;2;1;1;4;NA;NA;NA;NA;NA;2;2;99;5;4;0;1;7;0;2;0;NA;1972;1;3;__NA__;2;1;3;1;__NA__;11;99;6;1;1;2;3;1;2;5;1;__NA__;1
49;1;NA;2;100;4;3;4;2;1;2;1;100;97;94;100;97;2;1;2;83;4;3;100;2;52;99;94;99;98;1;3;11;NA;1;1;NA;NA;1;5;4;5;5;4;3;5;4;2;3;NA;__NA__;1;__NA__;1;NA;2;3;5;3;3;6;7;7;7;1;1;2;1;1;2;3;3;3;5;2;1;2;1;1;7;1;NA;1;NA;1;1;2;2;6;5;1;2;1;1;6;2;5;2;5;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;2;2;1;NA;2;NA;NA;4;3;2;NA;5;1;6;2;1;2;3;1;5;3;3;3;2;1;3;99;5;0;10;0;0;0;0;NA;1960;2;1;__NA__;6;1;4;2;__NA__;8;99;55;1;1;1;2;1;2;6;11;__NA__;2
50;1;NA;1;100;5;5;5;2;2;2;2;0;59;75;54;50;1;46;55;1;5;85;10;15;70;6;50;0;10;1;4;4;NA;2;NA;3;NA;7;3;5;4;3;2;5;2;1;4;5;3;__NA__;NA;__NA__;NA;1;7;1;3;1;1;6;3;7;3;7;7;7;7;5;3;3;1;NA;2;1;1;1;1;1;1;7;NA;NA;4;4;4;6;3;6;6;2;1;2;7;7;2;2;2;2;NA;NA;NA;NA;NA;NA;1;1;2;1;2;2;1;6;1;NA;7;1;NA;1;NA;5;NA;2;6;1;1;2;1;1;4;2;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1978;1;1;__NA__;2;5;4;6;__NA__;97;99;25;1;3;5;5;1;2;6;1;__NA__;2
51;1;NA;2;100;5;5;5;2;2;2;1;62;52;72;39;83;7;12;40;98;27;30;16;44;53;82;78;31;63;1;1;11;NA;1;1;NA;NA;4;4;4;4;4;2;4;4;2;3;3;1;__NA__;NA;__NA__;2;NA;1;3;7;3;2;6;5;5;5;2;2;4;1;4;4;4;3;NA;4;2;1;2;1;2;4;NA;4;NA;2;2;4;4;2;4;5;1;2;1;1;4;2;2;2;2;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;4;1;3;NA;NA;4;NA;4;4;NA;4;2;4;2;5;2;2;2;4;5;5;4;2;2;99;1;4;0;10;0;0;0;0;NA;1976;2;1;__NA__;5;6;4;1;__NA__;NA;99;42;1;1;2;1;2;2;6;10;__NA__;2
52;1;NA;2;100;1;3;1;2;1;2;1;95;69;51;50;51;27;4;5;75;4;1;95;4;48;93;52;51;100;1;3;6;NA;NA;NA;1;1;1;5;5;5;5;4;3;4;4;3;3;NA;__NA__;1;__NA__;1;NA;3;3;7;3;2;6;6;7;6;1;2;3;1;1;4;7;5;4;5;2;1;1;3;1;7;NA;1;NA;2;1;1;1;2;2;6;1;2;1;1;2;2;5;2;5;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;3;6;1;NA;1;4;NA;4;NA;4;5;NA;1;6;2;1;4;4;5;5;2;2;2;2;1;1;99;5;0;10;0;0;0;0;NA;1977;1;1;__NA__;3;1;4;1;__NA__;12;99;NA;1;1;1;3;1;2;6;10;__NA__;2
53;1;NA;1;95;5;4;5;2;2;1;1;15;41;50;50;40;59;60;95;10;85;16;21;41;71;22;30;40;70;1;4;3;NA;NA;2;NA;2;7;5;5;5;5;5;5;5;5;4;3;2;__NA__;NA;__NA__;1;NA;6;1;6;1;1;5;6;7;3;7;2;3;6;6;5;5;4;NA;4;1;2;1;1;1;2;NA;4;4;NA;2;4;4;3;3;5;1;3;2;6;2;3;4;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;6;1;3;NA;NA;4;4;NA;5;NA;5;6;5;2;3;2;3;4;4;5;5;5;2;2;99;1;4;0;10;0;0;0;0;NA;1940;1;1;__NA__;6;1;4;5;__NA__;12;99;6;1;2;7;4;1;2;2;1;__NA__;2
54;1;NA;2;100;1;3;1;2;1;2;1;80;91;91;91;97;2;0;0;99;0;0;64;0;51;65;94;88;94;1;1;11;1;NA;NA;NA;1;3;5;5;5;5;5;5;5;5;3;3;1;__NA__;NA;__NA__;1;NA;1;2;7;2;2;7;8;7;4;2;2;4;1;1;2;1;3;3;4;2;1;2;1;1;5;3;NA;NA;1;1;3;7;2;7;6;1;2;1;1;4;2;5;2;5;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;4;4;NA;7;NA;NA;4;1;1;NA;5;1;6;2;1;2;1;NA;NA;NA;NA;NA;1;1;99;5;3;4;4;0;0;2;0;NA;1983;2;6;__NA__;5;5;4;1;__NA__;8;99;34;1;1;1;1;1;1;5;1;__NA__;2
55;1;NA;1;100;5;5;4;2;2;2;2;2;50;59;50;6;50;92;60;3;50;50;42;60;65;47;3;29;50;1;5;NA;NA;NA;2;NA;2;7;1;4;4;4;1;3;3;1;4;3;NA;__NA__;2;__NA__;2;NA;6;3;5;1;1;5;6;6;3;4;6;5;1;1;4;4;2;NA;3;1;1;1;1;2;3;NA;7;NA;4;2;4;4;4;5;5;2;2;3;4;3;2;3;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;3;NA;5;NA;4;NA;4;4;1;NA;6;2;1;3;1;3;1;3;4;5;4;1;1;99;2;4;0;10;0;0;0;0;NA;1978;2;1;__NA__;2;5;4;4;__NA__;2;99;26;1;2;7;4;2;1;2;1;__NA__;1
56;1;NA;3;100;4;3;4;2;2;2;1;72;84;84;76;81;17;1;2;31;16;1;86;8;57;46;75;75;95;1;3;11;3;NA;3;NA;NA;3;4;4;4;5;3;3;4;4;2;3;NA;__NA__;4;Libertarian;NA;1;4;2;7;2;2;7;6;7;2;6;2;4;1;1;3;7;4;NA;5;2;2;1;3;1;5;NA;2;3;NA;1;4;3;2;4;5;1;2;1;1;3;2;4;2;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;NA;2;2;3;NA;NA;3;NA;5;1;6;2;1;1;2;NA;NA;NA;NA;NA;2;1;2;99;5;0;5;0;0;1;4;Portuguese/Spanish;1978;1;6;__NA__;6;5;4;1;__NA__;7;99;6;1;4;8;6;2;2;5;10;__NA__;1
57;1;NA;1;100;1;2;1;1;1;1;2;0;41;84;40;61;16;100;13;1;66;91;4;21;36;54;71;1;31;1;2;NA;NA;NA;2;3;NA;7;3;5;4;2;2;5;3;1;4;4;4;Constatutionalist;NA;__NA__;NA;1;5;1;5;1;1;5;4;6;2;5;3;6;2;4;3;1;1;1;1;1;2;1;1;2;2;NA;7;4;NA;2;4;4;3;3;5;2;3;1;7;3;4;3;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;1;2;4;NA;6;4;4;NA;NA;5;NA;1;5;2;1;1;1;1;1;1;5;5;5;1;1;3;99;1;5;5;0;0;0;0;NA;1974;1;1;__NA__;4;5;4;2;__NA__;97;99;17;1;4;7;5;1;2;3;2;__NA__;2
58;1;NA;2;100;4;4;5;2;2;2;1;97;86;87;88;94;5;3;15;99;6;7;91;NA;94;41;88;69;98;1;1;10;NA;NA;1;NA;1;2;3;3;3;3;3;3;3;3;2;1;NA;__NA__;3;__NA__;NA;2;3;3;7;3;8;7;7;7;7;1;2;2;1;1;2;6;5;5;5;2;1;2;1;1;6;2;NA;NA;2;1;1;1;3;7;7;1;2;1;1;4;3;5;2;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;NA;1;4;NA;4;NA;3;NA;5;1;6;2;1;2;4;3;5;4;3;2;1;1;99;3;5;0;10;0;0;0;0;NA;1973;2;1;__NA__;3;1;4;1;__NA__;6;99;51;1;3;3;3;1;2;6;NA;__NA__;1
59;1;NA;1;100;5;3;3;2;2;2;1;10;49;100;71;52;31;3;53;2;48;39;28;52;96;18;52;22;92;1;3;7;NA;4;4;NA;NA;6;3;4;5;4;3;4;4;3;3;4;3;__NA__;NA;__NA__;NA;1;5;1;6;1;3;6;5;5;3;4;2;4;4;7;4;1;5;NA;5;2;1;1;3;1;7;NA;6;4;NA;1;5;2;4;2;3;2;2;3;4;5;3;3;2;3;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;6;3;7;NA;3;NA;NA;4;3;4;NA;3;2;2;4;1;5;5;4;5;5;5;2;2;2;99;4;1;6;0;0;3;0;NA;1970;1;1;__NA__;1;1;4;1;__NA__;NA;99;47;1;3;4;3;2;2;6;10;__NA__;2
60;1;NA;3;95;3;5;5;2;2;2;1;57;50;54;58;42;13;0;2;1;18;1;54;11;85;4;6;50;90;1;2;6;3;NA;NA;2;NA;5;5;5;5;5;5;5;5;5;3;3;NA;__NA__;2;__NA__;2;NA;5;2;7;1;3;3;7;7;4;1;4;4;3;1;7;7;5;4;5;2;2;2;1;1;7;3;NA;NA;1;1;1;7;1;7;7;1;2;1;1;7;3;4;2;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;6;1;NA;4;4;NA;4;NA;3;NA;4;1;5;2;1;3;5;3;4;4;5;4;2;2;1;99;4;0;NA;0;0;1;0;NA;1977;1;1;__NA__;5;5;4;4;__NA__;1;99;39;1;2;6;3;2;2;5;11;__NA__;2
61;1;NA;1;100;1;1;1;1;1;1;1;0;100;100;100;100;100;0;100;0;100;100;0;100;100;0;100;100;0;1;4;10;NA;NA;NA;2;2;7;5;5;5;5;5;5;5;5;5;5;NA;__NA__;2;__NA__;1;NA;7;1;6;1;1;3;6;6;1;7;7;7;7;7;4;3;1;3;4;1;1;1;1;3;3;NA;7;NA;4;4;6;7;4;5;5;2;1;2;7;1;5;2;5;2;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;6;1;NA;7;NA;3;NA;4;4;4;NA;1;6;2;1;1;5;4;4;5;5;5;1;1;99;1;5;0;10;0;0;0;0;NA;1962;1;1;__NA__;5;5;4;1;__NA__;5;99;51;1;2;7;5;1;2;7;2;__NA__;2
62;1;NA;2;100;5;5;5;2;2;2;1;84;71;98;91;71;51;0;50;16;50;53;50;50;85;98;36;66;97;1;2;2;NA;NA;2;2;NA;2;3;3;3;3;4;5;5;4;2;3;NA;__NA__;2;__NA__;2;NA;5;2;7;2;3;4;4;3;5;1;5;4;1;1;2;5;1;1;5;2;3;1;2;2;2;NA;5;NA;3;2;3;4;3;5;2;1;2;1;1;4;3;3;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;6;4;2;NA;NA;NA;4;4;3;2;NA;1;6;1;4;1;1;2;2;1;1;4;2;2;99;2;5;0;10;0;0;0;0;NA;1989;2;1;__NA__;5;5;4;1;__NA__;3;99;6;1;2;6;4;4;2;2;2;__NA__;1
63;1;NA;2;100;3;3;3;2;2;2;1;95;81;71;88;89;53;0;31;78;41;2;100;42;52;84;75;90;100;1;3;6;NA;NA;NA;1;1;1;5;5;5;5;5;5;5;5;1;2;1;__NA__;NA;__NA__;1;NA;1;4;7;3;3;7;7;7;7;7;2;1;1;1;4;6;5;NA;5;2;1;2;1;1;7;1;NA;NA;3;1;1;2;2;7;7;1;2;1;1;4;1;5;3;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;3;6;4;NA;1;NA;4;NA;3;3;NA;5;1;6;2;1;3;5;5;5;1;3;3;1;1;99;3;5;0;10;0;0;0;0;NA;1960;2;1;__NA__;5;3;4;5;__NA__;6;99;53;1;1;4;2;1;2;6;NA;__NA__;1
64;1;NA;1;90;3;3;4;2;2;2;1;15;50;50;50;50;20;45;90;10;90;85;20;85;60;20;45;35;70;1;5;8;NA;NA;2;2;NA;6;5;5;5;5;5;5;5;4;4;4;NA;__NA__;3;__NA__;NA;3;6;1;3;1;1;2;6;7;3;7;3;5;3;3;5;6;NA;2;3;1;2;1;3;3;6;NA;5;3;NA;2;4;3;3;3;5;2;1;2;6;2;3;4;3;4;NA;NA;NA;NA;NA;NA;1;1;2;2;2;2;1;6;1;NA;6;4;4;NA;NA;3;NA;4;2;6;2;4;2;4;4;4;4;4;4;1;1;99;4;4;0;10;0;0;0;0;NA;1968;1;1;__NA__;6;5;4;1;__NA__;11;99;6;1;3;4;4;2;2;3;1;__NA__;2
65;1;NA;2;100;4;2;2;2;2;2;1;100;100;5;100;100;2;0;0;100;0;0;100;0;0;100;100;100;100;1;3;10;1;NA;NA;1;NA;1;5;1;5;5;5;1;5;5;1;1;NA;__NA__;1;__NA__;2;NA;1;2;7;5;4;7;6;7;7;1;1;1;1;1;7;7;5;NA;5;2;1;2;1;1;7;NA;1;NA;1;1;1;1;1;7;7;1;2;1;1;7;1;5;1;5;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;3;2;2;NA;1;NA;5;5;NA;1;NA;5;1;6;2;1;2;1;NA;NA;NA;NA;NA;1;1;4;99;1;0;0;5;5;0;0;NA;1969;1;6;__NA__;5;1;4;1;__NA__;11;99;48;1;1;2;1;1;2;2;1;__NA__;1
66;1;NA;2;100;4;3;3;2;2;2;1;73;66;65;63;66;45;0;25;61;17;NA;70;6;59;67;66;65;78;1;2;6;1;1;NA;NA;NA;2;5;5;5;5;5;5;5;5;3;2;NA;__NA__;3;__NA__;NA;2;3;2;7;2;2;7;6;7;5;1;1;4;3;1;3;6;4;NA;5;2;1;1;3;1;6;3;NA;NA;2;1;1;1;2;5;6;1;2;1;3;3;2;3;2;2;2;2;2;2;2;1;NA;NA;NA;NA;NA;NA;2;6;4;6;NA;4;4;NA;NA;2;4;NA;2;5;2;2;2;5;5;5;4;4;5;2;1;3;99;5;0;6;0;0;4;0;NA;1984;1;1;__NA__;3;1;4;1;__NA__;10;99;5;1;3;3;3;1;2;5;1;__NA__;1
67;1;NA;2;100;1;1;1;1;1;1;1;24;50;37;85;57;57;6;7;54;79;7;81;7;5;57;51;29;100;1;3;8;1;NA;NA;NA;1;6;2;3;4;4;2;3;4;1;4;4;NA;__NA__;1;__NA__;1;NA;2;3;6;3;3;4;6;7;6;1;1;1;2;2;6;5;3;NA;2;2;3;1;2;1;1;5;NA;4;NA;1;2;2;3;6;6;1;2;1;1;2;4;5;5;5;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;6;1;1;NA;2;NA;NA;2;2;5;NA;3;6;2;1;2;1;NA;NA;NA;NA;NA;1;1;99;3;5;0;1;1;0;0;8;Jewish;1958;1;8;__NA__;6;1;4;2;__NA__;10;99;36;1;1;1;2;1;2;3;5;__NA__;2
68;1;NA;2;100;5;3;5;2;2;2;1;100;75;80;75;100;0;0;0;95;0;0;100;0;75;95;100;75;100;1;3;11;NA;NA;1;1;NA;2;5;5;5;5;5;5;5;5;2;2;1;__NA__;NA;__NA__;1;NA;1;2;7;2;2;7;7;7;7;1;2;2;1;1;3;4;NA;4;5;2;1;2;2;1;6;2;NA;NA;2;1;1;1;2;6;7;1;2;1;1;4;2;5;2;5;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;1;NA;2;4;4;NA;NA;1;NA;5;1;6;2;1;2;2;1;5;4;4;2;2;2;99;2;5;0;10;0;0;0;0;NA;1936;1;1;__NA__;3;1;4;5;__NA__;NA;99;4;1;1;1;1;1;2;6;10;__NA__;2
69;1;NA;1;90;5;4;5;2;2;2;2;1;51;51;45;3;3;49;91;1;52;69;3;11;59;2;3;8;20;1;5;2;3;NA;NA;NA;2;7;2;3;3;2;2;4;2;2;4;5;3;__NA__;NA;__NA__;NA;3;6;1;4;1;1;4;5;7;1;4;4;4;5;6;3;2;NA;3;4;1;1;1;1;1;4;7;NA;4;NA;4;5;5;3;5;6;2;3;2;5;3;3;3;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;NA;7;NA;3;NA;3;8;4;NA;3;5;2;5;3;3;8;4;5;8;5;1;1;99;98;5;0;0;0;0;0;10;American;1967;1;1;__NA__;2;1;4;1;__NA__;97;99;54;1;3;4;4;1;1;1;1;__NA__;1
70;1;NA;3;100;1;3;4;1;2;2;2;0;100;100;100;100;0;95;76;0;40;46;0;81;50;100;100;0;100;1;5;NA;3;NA;NA;NA;2;7;5;5;5;5;3;3;3;2;5;5;NA;__NA__;4;No Party, the system is broken;NA;3;4;1;5;1;1;5;5;7;1;7;1;6;4;7;7;4;NA;2;5;2;2;1;2;1;7;7;NA;NA;4;2;6;7;1;7;7;1;2;3;6;7;3;4;3;4;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;2;1;NA;7;NA;1;NA;1;8;NA;2;7;1;1;1;2;5;8;4;5;5;5;2;1;99;3;5;-8;-8;-8;-8;-8;-8;NA;1974;1;1;__NA__;3;5;4;2;__NA__;97;99;36;1;4;4;4;1;2;6;12;__NA__;2
